id_registro,id_pessoa,id_produto,classe,valor,gerado_em
20260417_125042_000001,2,3,1,160.17,2026-04-17 12:50:42.440749
20260417_125042_000002,36,2,1,239.04,2026-04-17 12:50:42.440768
20260417_125042_000003,99,3,1,291.61,2026-04-17 12:50:42.440779
20260417_125042_000004,6,1,2,300.9,2026-04-17 12:50:42.440787
20260417_125042_000005,19,4,1,435.57,2026-04-17 12:50:42.440794
20260417_125042_000006,13,3,1,423.62,2026-04-17 12:50:42.440802
20260417_125042_000007,62,4,1,318.56,2026-04-17 12:50:42.440809
20260417_125042_000008,8,3,1,280.34,2026-04-17 12:50:42.440816
20260417_125042_000009,68,1,1,219.83,2026-04-17 12:50:42.440826
20260417_125042_000010,85,4,1,179.25,2026-04-17 12:50:42.440833
20260417_125042_000011,1,2,1,429.62,2026-04-17 12:50:42.440841
20260417_125042_000012,12,4,1,361.52,2026-04-17 12:50:42.440848
20260417_125042_000013,24,1,2,161.74,2026-04-17 12:50:42.440855
20260417_125042_000014,93,3,2,247.13,2026-04-17 12:50:42.440862
20260417_125042_000015,13,3,1,402.68,2026-04-17 12:50:42.440869
20260417_125042_000016,5,2,2,321.7,2026-04-17 12:50:42.440875
20260417_125042_000017,6,1,2,481.21,2026-04-17 12:50:42.440882
20260417_125042_000018,16,1,1,110.31,2026-04-17 12:50:42.440888
20260417_125042_000019,64,4,3,283.62,2026-04-17 12:50:42.440895
20260417_125042_000020,77,3,2,103.13,2026-04-17 12:50:42.440902
20260417_125042_000021,5,1,1,176.59,2026-04-17 12:50:42.440908
20260417_125042_000022,11,4,1,316.06,2026-04-17 12:50:42.440915
20260417_125042_000023,75,4,1,157.47,2026-04-17 12:50:42.440921
20260417_125042_000024,84,2,1,405.59,2026-04-17 12:50:42.440928
20260417_125042_000025,4,4,1,137.87,2026-04-17 12:50:42.440934
20260417_125042_000026,49,4,1,258.24,2026-04-17 12:50:42.440941
20260417_125042_000027,12,2,1,430.35,2026-04-17 12:50:42.440949
20260417_125042_000028,38,1,1,350.65,2026-04-17 12:50:42.440956
20260417_125042_000029,15,4,2,201.18,2026-04-17 12:50:42.440964
20260417_125042_000030,42,2,1,320.94,2026-04-17 12:50:42.440971
20260417_125042_000031,9,4,2,290.72,2026-04-17 12:50:42.440977
20260417_125042_000032,48,2,2,386.26,2026-04-17 12:50:42.440986
20260417_125042_000033,43,4,1,216.96,2026-04-17 12:50:42.440992
20260417_125042_000034,38,3,1,281.32,2026-04-17 12:50:42.440999
20260417_125042_000035,11,2,2,381.82,2026-04-17 12:50:42.441006
20260417_125042_000036,16,3,3,384.25,2026-04-17 12:50:42.441013
20260417_125042_000037,72,3,2,225.71,2026-04-17 12:50:42.441019
20260417_125042_000038,40,2,1,261.63,2026-04-17 12:50:42.441026
20260417_125042_000039,30,2,2,107.69,2026-04-17 12:50:42.441032
20260417_125042_000040,2,3,1,178.29,2026-04-17 12:50:42.441039
20260417_125042_000041,12,2,1,216.31,2026-04-17 12:50:42.441046
20260417_125042_000042,26,3,2,341.61,2026-04-17 12:50:42.441052
