id_registro,id_pessoa,id_produto,classe,valor,gerado_em
20260414_184009_000001,55,2,1,496.87,2026-04-14 18:40:09.596256
20260414_184009_000002,4,4,2,445.72,2026-04-14 18:40:09.596272
20260414_184009_000003,2,4,1,304.18,2026-04-14 18:40:09.596282
20260414_184009_000004,2,4,1,416.62,2026-04-14 18:40:09.596291
20260414_184009_000005,1,2,2,406.6,2026-04-14 18:40:09.596299
20260414_184009_000006,14,1,1,271.36,2026-04-14 18:40:09.596306
20260414_184009_000007,10,1,1,322.94,2026-04-14 18:40:09.596314
20260414_184009_000008,1,1,2,180.25,2026-04-14 18:40:09.596320
20260414_184009_000009,64,1,1,381.31,2026-04-14 18:40:09.596330
20260414_184009_000010,7,3,1,278.04,2026-04-14 18:40:09.596337
20260414_184009_000011,16,1,3,399.62,2026-04-14 18:40:09.596345
20260414_184009_000012,1,4,1,346.77,2026-04-14 18:40:09.596352
20260414_184009_000013,29,3,1,404.85,2026-04-14 18:40:09.596360
20260414_184009_000014,87,2,1,436.88,2026-04-14 18:40:09.596367
20260414_184009_000015,9,4,1,445.98,2026-04-14 18:40:09.596374
20260414_184009_000016,34,2,2,367.47,2026-04-14 18:40:09.596380
20260414_184009_000017,83,4,1,221.75,2026-04-14 18:40:09.596387
20260414_184009_000018,36,3,1,334.72,2026-04-14 18:40:09.596394
20260414_184009_000019,17,2,2,362.09,2026-04-14 18:40:09.596401
20260414_184009_000020,3,2,1,403.36,2026-04-14 18:40:09.596407
20260414_184009_000021,100,4,3,414.18,2026-04-14 18:40:09.596414
20260414_184009_000022,35,3,1,178.43,2026-04-14 18:40:09.596421
20260414_184009_000023,1,4,2,374.06,2026-04-14 18:40:09.596427
20260414_184009_000024,31,1,1,232.87,2026-04-14 18:40:09.596434
20260414_184009_000025,64,1,2,196.8,2026-04-14 18:40:09.596441
20260414_184009_000026,42,2,1,217.25,2026-04-14 18:40:09.596448
20260414_184009_000027,29,3,2,495.21,2026-04-14 18:40:09.596455
20260414_184009_000028,4,1,1,429.16,2026-04-14 18:40:09.596462
20260414_184009_000029,31,1,1,354.44,2026-04-14 18:40:09.596470
20260414_184009_000030,1,4,1,481.03,2026-04-14 18:40:09.596477
20260414_184009_000031,21,2,1,200.45,2026-04-14 18:40:09.596484
20260414_184009_000032,22,2,2,338.11,2026-04-14 18:40:09.596491
20260414_184009_000033,1,3,2,295.37,2026-04-14 18:40:09.596498
20260414_184009_000034,4,2,1,324.62,2026-04-14 18:40:09.596504
20260414_184009_000035,83,2,1,117.51,2026-04-14 18:40:09.596511
20260414_184009_000036,1,2,1,392.79,2026-04-14 18:40:09.596517
20260414_184009_000037,1,2,2,119.66,2026-04-14 18:40:09.596524
20260414_184009_000038,24,2,1,373.69,2026-04-14 18:40:09.596531
20260414_184009_000039,6,2,2,391.81,2026-04-14 18:40:09.596537
20260414_184009_000040,84,1,1,356.78,2026-04-14 18:40:09.596544
20260414_184009_000041,71,2,2,487.62,2026-04-14 18:40:09.596551
20260414_184009_000042,89,2,1,148.05,2026-04-14 18:40:09.596557
20260414_184009_000043,1,1,1,467.14,2026-04-14 18:40:09.596564
20260414_184009_000044,12,1,1,118.99,2026-04-14 18:40:09.596571
20260414_184009_000045,6,2,1,173.38,2026-04-14 18:40:09.596578
20260414_184009_000046,1,2,2,169.33,2026-04-14 18:40:09.596584
20260414_184009_000047,72,2,1,116.56,2026-04-14 18:40:09.596593
20260414_184009_000048,100,4,1,463.2,2026-04-14 18:40:09.596601
20260414_184009_000049,2,4,3,177.07,2026-04-14 18:40:09.596608
20260414_184009_000050,54,2,3,219.0,2026-04-14 18:40:09.596615
20260414_184009_000051,27,1,1,463.07,2026-04-14 18:40:09.596622
20260414_184009_000052,18,1,1,353.84,2026-04-14 18:40:09.596629
20260414_184009_000053,75,4,1,431.19,2026-04-14 18:40:09.596636
20260414_184009_000054,11,4,2,129.75,2026-04-14 18:40:09.596644
20260414_184009_000055,54,4,1,414.0,2026-04-14 18:40:09.596651
20260414_184009_000056,57,2,1,198.41,2026-04-14 18:40:09.596658
20260414_184009_000057,13,1,1,485.57,2026-04-14 18:40:09.596664
20260414_184009_000058,3,2,2,192.47,2026-04-14 18:40:09.596671
20260414_184009_000059,2,4,2,354.31,2026-04-14 18:40:09.596678
20260414_184009_000060,50,2,2,154.64,2026-04-14 18:40:09.596685
20260414_184009_000061,19,1,1,347.23,2026-04-14 18:40:09.596692
20260414_184009_000062,1,1,2,163.23,2026-04-14 18:40:09.596699
20260414_184009_000063,36,2,1,489.62,2026-04-14 18:40:09.596705
20260414_184009_000064,28,4,2,124.52,2026-04-14 18:40:09.596712
20260414_184009_000065,1,1,1,214.13,2026-04-14 18:40:09.596719
20260414_184009_000066,47,3,3,470.2,2026-04-14 18:40:09.596726
20260414_184009_000067,10,4,1,192.69,2026-04-14 18:40:09.596732
20260414_184009_000068,21,3,1,270.75,2026-04-14 18:40:09.596739
20260414_184009_000069,64,4,1,461.83,2026-04-14 18:40:09.596746
20260414_184009_000070,20,1,1,344.02,2026-04-14 18:40:09.596752
20260414_184009_000071,4,4,1,399.35,2026-04-14 18:40:09.596759
20260414_184009_000072,7,1,1,384.12,2026-04-14 18:40:09.596766
20260414_184009_000073,29,1,1,378.38,2026-04-14 18:40:09.596773
20260414_184009_000074,78,3,2,431.93,2026-04-14 18:40:09.596779
20260414_184009_000075,26,4,1,126.6,2026-04-14 18:40:09.596786
20260414_184009_000076,92,4,1,352.79,2026-04-14 18:40:09.596793
20260414_184009_000077,2,4,1,455.52,2026-04-14 18:40:09.596799
20260414_184009_000078,2,4,2,397.51,2026-04-14 18:40:09.596806
20260414_184009_000079,93,2,1,350.08,2026-04-14 18:40:09.596813
20260414_184009_000080,5,3,1,329.14,2026-04-14 18:40:09.596820
20260414_184009_000081,43,4,1,244.09,2026-04-14 18:40:09.596827
20260414_184009_000082,5,3,1,344.47,2026-04-14 18:40:09.596834
20260414_184009_000083,18,2,2,383.24,2026-04-14 18:40:09.596841
20260414_184009_000084,97,4,1,268.28,2026-04-14 18:40:09.596848
20260414_184009_000085,2,2,1,162.33,2026-04-14 18:40:09.596855
20260414_184009_000086,48,4,1,461.79,2026-04-14 18:40:09.596861
20260414_184009_000087,52,1,1,360.42,2026-04-14 18:40:09.596871
20260414_184009_000088,94,4,1,361.86,2026-04-14 18:40:09.596878
20260414_184009_000089,3,3,3,309.26,2026-04-14 18:40:09.596884
20260414_184009_000090,76,1,1,327.37,2026-04-14 18:40:09.596891
20260414_184009_000091,1,1,2,366.32,2026-04-14 18:40:09.596898
20260414_184009_000092,3,1,1,270.16,2026-04-14 18:40:09.596904
20260414_184009_000093,98,3,2,474.16,2026-04-14 18:40:09.596911
20260414_184009_000094,54,1,1,494.26,2026-04-14 18:40:09.596923
20260414_184009_000095,40,3,2,430.83,2026-04-14 18:40:09.596934
20260414_184009_000096,18,4,1,348.77,2026-04-14 18:40:09.596945
20260414_184009_000097,1,1,1,457.53,2026-04-14 18:40:09.596956
20260414_184009_000098,9,1,1,244.97,2026-04-14 18:40:09.596967
20260414_184009_000099,2,4,1,185.89,2026-04-14 18:40:09.596978
20260414_184009_000100,12,3,1,386.17,2026-04-14 18:40:09.596989
20260414_184009_000101,10,2,2,448.44,2026-04-14 18:40:09.597000
20260414_184009_000102,3,2,1,392.64,2026-04-14 18:40:09.597011
