id_registro,id_pessoa,id_produto,classe,valor,gerado_em
20260416_150733_000001,12,1,1,268.18,2026-04-16 15:07:33.031637
20260416_150733_000002,62,1,1,185.1,2026-04-16 15:07:33.031654
20260416_150733_000003,3,4,1,148.37,2026-04-16 15:07:33.031663
20260416_150733_000004,28,2,2,208.67,2026-04-16 15:07:33.031671
20260416_150733_000005,16,4,1,424.06,2026-04-16 15:07:33.031679
20260416_150733_000006,99,1,1,232.2,2026-04-16 15:07:33.031686
20260416_150733_000007,1,4,1,280.4,2026-04-16 15:07:33.031693
20260416_150733_000008,62,1,1,277.81,2026-04-16 15:07:33.031700
20260416_150733_000009,46,1,2,187.41,2026-04-16 15:07:33.031709
20260416_150733_000010,100,4,2,252.0,2026-04-16 15:07:33.031717
20260416_150733_000011,4,3,2,239.34,2026-04-16 15:07:33.031725
20260416_150733_000012,17,2,2,333.96,2026-04-16 15:07:33.031732
20260416_150733_000013,32,1,2,137.49,2026-04-16 15:07:33.031738
20260416_150733_000014,18,1,1,265.84,2026-04-16 15:07:33.031745
20260416_150733_000015,15,2,1,197.24,2026-04-16 15:07:33.031755
20260416_150733_000016,29,4,1,219.2,2026-04-16 15:07:33.031761
20260416_150733_000017,8,3,1,136.62,2026-04-16 15:07:33.031768
20260416_150733_000018,35,3,1,364.74,2026-04-16 15:07:33.031775
20260416_150733_000019,79,3,2,318.44,2026-04-16 15:07:33.031781
20260416_150733_000020,9,2,1,431.33,2026-04-16 15:07:33.031788
20260416_150733_000021,19,3,1,218.98,2026-04-16 15:07:33.031794
20260416_150733_000022,4,4,1,169.91,2026-04-16 15:07:33.031801
20260416_150733_000023,24,4,2,421.06,2026-04-16 15:07:33.031807
20260416_150733_000024,17,1,1,258.66,2026-04-16 15:07:33.031814
20260416_150733_000025,24,4,1,390.68,2026-04-16 15:07:33.031820
20260416_150733_000026,81,4,2,141.19,2026-04-16 15:07:33.031827
20260416_150733_000027,2,2,2,165.92,2026-04-16 15:07:33.031834
20260416_150733_000028,14,3,1,489.94,2026-04-16 15:07:33.031841
20260416_150733_000029,4,4,1,309.45,2026-04-16 15:07:33.031848
20260416_150733_000030,2,4,2,156.55,2026-04-16 15:07:33.031855
20260416_150733_000031,14,2,1,386.79,2026-04-16 15:07:33.031862
20260416_150733_000032,3,3,1,151.78,2026-04-16 15:07:33.031869
20260416_150733_000033,12,3,2,308.89,2026-04-16 15:07:33.031875
20260416_150733_000034,4,2,1,477.06,2026-04-16 15:07:33.031882
20260416_150733_000035,95,1,1,138.21,2026-04-16 15:07:33.031889
20260416_150733_000036,37,1,1,465.01,2026-04-16 15:07:33.031895
20260416_150733_000037,2,3,1,440.55,2026-04-16 15:07:33.031901
20260416_150733_000038,72,4,1,334.42,2026-04-16 15:07:33.031910
20260416_150733_000039,8,1,1,494.44,2026-04-16 15:07:33.031917
20260416_150733_000040,34,4,3,375.28,2026-04-16 15:07:33.031924
20260416_150733_000041,1,3,1,384.11,2026-04-16 15:07:33.031930
20260416_150733_000042,61,3,1,308.05,2026-04-16 15:07:33.031937
20260416_150733_000043,13,1,3,396.5,2026-04-16 15:07:33.031943
20260416_150733_000044,3,3,1,228.47,2026-04-16 15:07:33.031950
20260416_150733_000045,99,4,3,145.65,2026-04-16 15:07:33.031956
20260416_150733_000046,32,1,2,341.75,2026-04-16 15:07:33.031963
20260416_150733_000047,18,2,1,219.1,2026-04-16 15:07:33.031969
20260416_150733_000048,8,1,1,203.76,2026-04-16 15:07:33.031977
20260416_150733_000049,21,4,1,182.54,2026-04-16 15:07:33.031983
20260416_150733_000050,1,2,1,298.93,2026-04-16 15:07:33.031990
20260416_150733_000051,37,2,2,119.13,2026-04-16 15:07:33.031996
20260416_150733_000052,1,1,1,467.31,2026-04-16 15:07:33.032003
20260416_150733_000053,84,4,1,488.37,2026-04-16 15:07:33.032010
20260416_150733_000054,9,3,1,254.74,2026-04-16 15:07:33.032018
20260416_150733_000055,20,2,1,302.92,2026-04-16 15:07:33.032025
20260416_150733_000056,79,3,1,245.46,2026-04-16 15:07:33.032031
20260416_150733_000057,48,3,2,374.8,2026-04-16 15:07:33.032038
20260416_150733_000058,29,2,1,131.11,2026-04-16 15:07:33.032045
20260416_150733_000059,67,2,1,343.75,2026-04-16 15:07:33.032051
20260416_150733_000060,32,2,1,135.74,2026-04-16 15:07:33.032058
20260416_150733_000061,6,3,3,357.21,2026-04-16 15:07:33.032065
20260416_150733_000062,1,1,1,185.08,2026-04-16 15:07:33.032071
20260416_150733_000063,4,4,1,223.83,2026-04-16 15:07:33.032078
20260416_150733_000064,15,3,3,359.41,2026-04-16 15:07:33.032084
20260416_150733_000065,47,3,2,464.14,2026-04-16 15:07:33.032091
20260416_150733_000066,5,3,2,467.15,2026-04-16 15:07:33.032098
20260416_150733_000067,18,4,2,136.52,2026-04-16 15:07:33.032104
20260416_150733_000068,10,2,1,448.71,2026-04-16 15:07:33.032111
20260416_150733_000069,23,2,1,286.46,2026-04-16 15:07:33.032117
20260416_150733_000070,30,4,2,117.18,2026-04-16 15:07:33.032123
20260416_150733_000071,82,3,1,174.35,2026-04-16 15:07:33.032130
20260416_150733_000072,13,4,1,439.18,2026-04-16 15:07:33.032136
20260416_150733_000073,86,2,1,325.43,2026-04-16 15:07:33.032143
20260416_150733_000074,7,1,1,296.93,2026-04-16 15:07:33.032149
20260416_150733_000075,1,3,1,224.82,2026-04-16 15:07:33.032156
20260416_150733_000076,27,4,2,435.38,2026-04-16 15:07:33.032162
20260416_150733_000077,12,1,1,111.71,2026-04-16 15:07:33.032169
20260416_150733_000078,99,1,1,150.63,2026-04-16 15:07:33.032176
20260416_150733_000079,43,3,1,276.68,2026-04-16 15:07:33.032183
20260416_150733_000080,93,1,1,185.51,2026-04-16 15:07:33.032189
20260416_150733_000081,4,4,1,129.15,2026-04-16 15:07:33.032195
20260416_150733_000082,1,3,1,186.96,2026-04-16 15:07:33.032202
20260416_150733_000083,39,3,3,308.86,2026-04-16 15:07:33.032208
20260416_150733_000084,8,1,1,442.96,2026-04-16 15:07:33.032215
20260416_150733_000085,1,2,1,172.91,2026-04-16 15:07:33.032222
20260416_150733_000086,61,2,1,181.63,2026-04-16 15:07:33.032228
20260416_150733_000087,43,1,2,282.36,2026-04-16 15:07:33.032236
20260416_150733_000088,57,3,1,223.24,2026-04-16 15:07:33.032242
20260416_150733_000089,30,1,2,120.03,2026-04-16 15:07:33.032249
20260416_150733_000090,85,3,2,454.91,2026-04-16 15:07:33.032255
20260416_150733_000091,30,2,1,125.18,2026-04-16 15:07:33.032261
20260416_150733_000092,80,3,1,177.0,2026-04-16 15:07:33.032268
20260416_150733_000093,19,1,2,163.64,2026-04-16 15:07:33.032275
20260416_150733_000094,49,2,1,254.81,2026-04-16 15:07:33.032288
20260416_150733_000095,4,2,2,464.7,2026-04-16 15:07:33.032298
20260416_150733_000096,74,3,1,318.54,2026-04-16 15:07:33.032309
20260416_150733_000097,4,3,1,127.05,2026-04-16 15:07:33.032320
20260416_150733_000098,1,3,2,341.67,2026-04-16 15:07:33.032331
20260416_150733_000099,2,2,1,304.89,2026-04-16 15:07:33.032342
20260416_150733_000100,59,4,1,138.98,2026-04-16 15:07:33.032352
20260416_150733_000101,12,1,2,355.19,2026-04-16 15:07:33.032363
20260416_150733_000102,1,3,1,201.03,2026-04-16 15:07:33.032373
20260416_150733_000103,62,1,3,165.53,2026-04-16 15:07:33.032384
20260416_150733_000104,23,4,3,489.45,2026-04-16 15:07:33.032395
20260416_150733_000105,2,1,2,215.51,2026-04-16 15:07:33.032405
20260416_150733_000106,3,4,1,420.29,2026-04-16 15:07:33.032416
20260416_150733_000107,3,2,1,249.18,2026-04-16 15:07:33.032428
20260416_150733_000108,2,3,1,164.95,2026-04-16 15:07:33.032438
20260416_150733_000109,57,4,1,219.61,2026-04-16 15:07:33.032449
20260416_150733_000110,5,3,1,105.87,2026-04-16 15:07:33.032456
20260416_150733_000111,96,2,1,227.88,2026-04-16 15:07:33.032463
20260416_150733_000112,21,1,2,266.26,2026-04-16 15:07:33.032469
20260416_150733_000113,56,2,1,208.0,2026-04-16 15:07:33.032476
20260416_150733_000114,58,1,2,334.17,2026-04-16 15:07:33.032482
20260416_150733_000115,16,2,1,246.79,2026-04-16 15:07:33.032489
20260416_150733_000116,21,1,1,410.97,2026-04-16 15:07:33.032495
20260416_150733_000117,5,3,2,480.08,2026-04-16 15:07:33.032505
20260416_150733_000118,32,1,1,202.34,2026-04-16 15:07:33.032511
20260416_150733_000119,50,1,1,329.17,2026-04-16 15:07:33.032518
20260416_150733_000120,3,4,1,148.42,2026-04-16 15:07:33.032524
20260416_150733_000121,2,1,3,426.81,2026-04-16 15:07:33.032531
20260416_150733_000122,16,1,1,259.84,2026-04-16 15:07:33.032537
20260416_150733_000123,54,3,1,133.58,2026-04-16 15:07:33.032544
20260416_150733_000124,2,3,1,314.8,2026-04-16 15:07:33.032550
20260416_150733_000125,4,4,2,177.45,2026-04-16 15:07:33.032557
20260416_150733_000126,1,4,1,333.34,2026-04-16 15:07:33.032564
20260416_150733_000127,27,1,1,101.21,2026-04-16 15:07:33.032571
20260416_150733_000128,1,2,1,324.99,2026-04-16 15:07:33.032577
20260416_150733_000129,64,2,1,289.93,2026-04-16 15:07:33.032585
20260416_150733_000130,18,3,1,259.63,2026-04-16 15:07:33.032592
20260416_150733_000131,19,3,1,155.67,2026-04-16 15:07:33.032598
20260416_150733_000132,26,2,1,322.89,2026-04-16 15:07:33.032605
20260416_150733_000133,4,2,1,316.46,2026-04-16 15:07:33.032611
20260416_150733_000134,78,4,1,247.08,2026-04-16 15:07:33.032618
20260416_150733_000135,8,1,1,381.08,2026-04-16 15:07:33.032624
20260416_150733_000136,1,4,3,263.71,2026-04-16 15:07:33.032631
20260416_150733_000137,12,3,2,452.93,2026-04-16 15:07:33.032637
20260416_150733_000138,9,2,1,197.6,2026-04-16 15:07:33.032643
20260416_150733_000139,5,3,1,192.92,2026-04-16 15:07:33.032651
20260416_150733_000140,6,2,1,373.79,2026-04-16 15:07:33.032657
20260416_150733_000141,4,1,1,150.15,2026-04-16 15:07:33.032664
20260416_150733_000142,2,3,1,254.46,2026-04-16 15:07:33.032670
20260416_150733_000143,13,4,2,306.3,2026-04-16 15:07:33.032677
20260416_150733_000144,9,2,1,467.07,2026-04-16 15:07:33.032683
20260416_150733_000145,54,2,1,418.9,2026-04-16 15:07:33.032690
20260416_150733_000146,2,2,1,162.41,2026-04-16 15:07:33.032698
20260416_150733_000147,2,2,2,157.26,2026-04-16 15:07:33.032704
20260416_150733_000148,19,3,1,213.72,2026-04-16 15:07:33.032711
20260416_150733_000149,11,3,2,361.17,2026-04-16 15:07:33.032718
20260416_150733_000150,4,2,1,190.75,2026-04-16 15:07:33.032726
20260416_150733_000151,78,2,1,312.27,2026-04-16 15:07:33.032732
20260416_150733_000152,34,2,1,308.37,2026-04-16 15:07:33.032739
20260416_150733_000153,33,4,1,308.75,2026-04-16 15:07:33.032745
20260416_150733_000154,33,3,1,320.56,2026-04-16 15:07:33.032752
20260416_150733_000155,45,2,1,210.09,2026-04-16 15:07:33.032758
20260416_150733_000156,14,1,2,447.21,2026-04-16 15:07:33.032765
20260416_150733_000157,12,2,2,382.77,2026-04-16 15:07:33.032771
20260416_150733_000158,6,1,1,318.75,2026-04-16 15:07:33.032778
20260416_150733_000159,9,4,1,216.58,2026-04-16 15:07:33.032785
20260416_150733_000160,99,3,1,172.6,2026-04-16 15:07:33.032792
20260416_150733_000161,24,2,2,230.21,2026-04-16 15:07:33.032798
20260416_150733_000162,16,4,1,242.92,2026-04-16 15:07:33.032805
20260416_150733_000163,7,4,3,380.73,2026-04-16 15:07:33.032811
20260416_150733_000164,9,2,2,135.75,2026-04-16 15:07:33.032818
20260416_150733_000165,14,3,1,189.77,2026-04-16 15:07:33.032826
20260416_150733_000166,3,2,2,485.38,2026-04-16 15:07:33.032832
20260416_150733_000167,36,4,2,364.8,2026-04-16 15:07:33.032839
20260416_150733_000168,76,3,1,343.92,2026-04-16 15:07:33.032845
20260416_150733_000169,65,3,1,330.26,2026-04-16 15:07:33.032852
20260416_150733_000170,2,1,3,237.02,2026-04-16 15:07:33.032858
20260416_150733_000171,4,3,1,466.98,2026-04-16 15:07:33.032864
20260416_150733_000172,47,3,2,221.24,2026-04-16 15:07:33.032871
