id_registro,id_pessoa,id_produto,classe,valor,gerado_em
20260417_190349_000001,34,2,2,262.69,2026-04-17 19:03:49.579295
20260417_190349_000002,15,1,1,328.31,2026-04-17 19:03:49.579310
20260417_190349_000003,5,3,1,433.76,2026-04-17 19:03:49.579319
20260417_190349_000004,18,1,1,323.38,2026-04-17 19:03:49.579327
20260417_190349_000005,3,3,1,337.21,2026-04-17 19:03:49.579335
20260417_190349_000006,12,1,1,208.2,2026-04-17 19:03:49.579342
20260417_190349_000007,17,3,1,412.33,2026-04-17 19:03:49.579348
20260417_190349_000008,51,4,1,354.59,2026-04-17 19:03:49.579355
20260417_190349_000009,54,4,2,160.32,2026-04-17 19:03:49.579364
20260417_190349_000010,88,1,1,189.25,2026-04-17 19:03:49.579371
20260417_190349_000011,1,1,1,209.83,2026-04-17 19:03:49.579378
20260417_190349_000012,33,3,1,180.04,2026-04-17 19:03:49.579385
20260417_190349_000013,48,3,1,296.46,2026-04-17 19:03:49.579392
20260417_190349_000014,56,4,2,298.64,2026-04-17 19:03:49.579398
20260417_190349_000015,45,2,2,459.56,2026-04-17 19:03:49.579405
20260417_190349_000016,44,1,1,177.72,2026-04-17 19:03:49.579412
20260417_190349_000017,4,3,1,421.22,2026-04-17 19:03:49.579419
20260417_190349_000018,4,2,3,489.26,2026-04-17 19:03:49.579425
20260417_190349_000019,38,3,2,359.05,2026-04-17 19:03:49.579432
20260417_190349_000020,15,1,1,324.81,2026-04-17 19:03:49.579438
20260417_190349_000021,99,3,3,481.17,2026-04-17 19:03:49.579445
20260417_190349_000022,60,4,3,483.69,2026-04-17 19:03:49.579451
20260417_190349_000023,67,1,1,429.79,2026-04-17 19:03:49.579458
20260417_190349_000024,74,3,3,221.75,2026-04-17 19:03:49.579464
20260417_190349_000025,1,4,1,398.05,2026-04-17 19:03:49.579471
20260417_190349_000026,42,3,1,300.32,2026-04-17 19:03:49.579479
20260417_190349_000027,11,1,2,312.1,2026-04-17 19:03:49.579486
20260417_190349_000028,20,4,1,171.95,2026-04-17 19:03:49.579493
20260417_190349_000029,9,2,3,226.25,2026-04-17 19:03:49.579501
20260417_190349_000030,17,3,2,147.94,2026-04-17 19:03:49.579507
20260417_190349_000031,60,2,2,182.15,2026-04-17 19:03:49.579514
20260417_190349_000032,2,4,1,466.59,2026-04-17 19:03:49.579521
20260417_190349_000033,2,2,2,353.38,2026-04-17 19:03:49.579528
20260417_190349_000034,13,1,1,319.85,2026-04-17 19:03:49.579534
20260417_190349_000035,2,2,1,157.63,2026-04-17 19:03:49.579541
