id_registro,id_pessoa,id_produto,classe,valor,gerado_em
20260414_161446_000001,1,2,1,400.75,2026-04-14 16:14:46.162756
20260414_161446_000002,38,2,2,158.31,2026-04-14 16:14:46.162787
20260414_161446_000003,16,4,1,361.52,2026-04-14 16:14:46.162798
20260414_161446_000004,10,1,1,435.14,2026-04-14 16:14:46.162806
20260414_161446_000005,40,2,1,258.59,2026-04-14 16:14:46.162814
20260414_161446_000006,73,2,1,232.42,2026-04-14 16:14:46.162822
20260414_161446_000007,19,2,1,235.62,2026-04-14 16:14:46.162829
20260414_161446_000008,16,1,1,138.21,2026-04-14 16:14:46.162836
20260414_161446_000009,32,1,2,450.84,2026-04-14 16:14:46.162842
20260414_161446_000010,1,3,2,224.09,2026-04-14 16:14:46.162854
20260414_161446_000011,11,1,1,456.25,2026-04-14 16:14:46.162877
20260414_161446_000012,82,3,1,351.3,2026-04-14 16:14:46.162885
20260414_161446_000013,1,4,2,348.12,2026-04-14 16:14:46.162892
20260414_161446_000014,6,2,1,318.58,2026-04-14 16:14:46.162899
20260414_161446_000015,1,3,1,264.67,2026-04-14 16:14:46.162919
20260414_161446_000016,20,3,2,128.68,2026-04-14 16:14:46.162931
20260414_161446_000017,26,1,1,446.04,2026-04-14 16:14:46.162951
20260414_161446_000018,58,3,2,471.38,2026-04-14 16:14:46.162959
20260414_161446_000019,1,3,1,415.46,2026-04-14 16:14:46.162965
20260414_161446_000020,10,2,1,385.64,2026-04-14 16:14:46.162972
20260414_161446_000021,2,1,1,249.64,2026-04-14 16:14:46.162981
20260414_161446_000022,18,2,1,436.45,2026-04-14 16:14:46.162988
20260414_161446_000023,41,4,1,436.27,2026-04-14 16:14:46.162994
20260414_161446_000024,1,3,1,158.2,2026-04-14 16:14:46.163001
20260414_161446_000025,48,4,1,444.66,2026-04-14 16:14:46.163008
20260414_161446_000026,88,3,1,437.46,2026-04-14 16:14:46.163015
20260414_161446_000027,19,1,1,350.41,2026-04-14 16:14:46.163022
20260414_161446_000028,3,3,2,131.66,2026-04-14 16:14:46.163028
