id_registro,id_pessoa,id_produto,classe,valor,gerado_em
20260416_180343_000001,1,1,1,342.03,2026-04-16 18:03:43.773689
20260416_180343_000002,49,1,1,468.19,2026-04-16 18:03:43.773704
20260416_180343_000003,3,3,1,349.73,2026-04-16 18:03:43.773714
20260416_180343_000004,3,3,1,459.06,2026-04-16 18:03:43.773722
20260416_180343_000005,72,1,2,456.79,2026-04-16 18:03:43.773729
20260416_180343_000006,62,1,1,342.51,2026-04-16 18:03:43.773737
20260416_180343_000007,19,4,1,211.46,2026-04-16 18:03:43.773744
20260416_180343_000008,79,2,2,380.83,2026-04-16 18:03:43.773750
20260416_180343_000009,1,3,2,478.98,2026-04-16 18:03:43.773760
20260416_180343_000010,95,1,2,388.47,2026-04-16 18:03:43.773767
20260416_180343_000011,5,2,1,295.19,2026-04-16 18:03:43.773775
20260416_180343_000012,6,3,1,234.92,2026-04-16 18:03:43.773782
20260416_180343_000013,21,1,1,173.69,2026-04-16 18:03:43.773789
20260416_180343_000014,39,4,1,226.82,2026-04-16 18:03:43.773796
20260416_180343_000015,1,4,1,148.96,2026-04-16 18:03:43.773802
20260416_180343_000016,70,2,1,247.14,2026-04-16 18:03:43.773810
20260416_180343_000017,72,2,1,498.88,2026-04-16 18:03:43.773817
20260416_180343_000018,50,3,3,147.94,2026-04-16 18:03:43.773824
20260416_180343_000019,6,4,1,331.14,2026-04-16 18:03:43.773830
20260416_180343_000020,58,2,1,319.03,2026-04-16 18:03:43.773837
20260416_180343_000021,4,4,2,287.49,2026-04-16 18:03:43.773845
20260416_180343_000022,50,2,1,180.51,2026-04-16 18:03:43.773851
20260416_180343_000023,42,1,1,220.54,2026-04-16 18:03:43.773858
20260416_180343_000024,54,4,1,304.64,2026-04-16 18:03:43.773864
20260416_180343_000025,1,1,3,315.23,2026-04-16 18:03:43.773871
20260416_180343_000026,25,1,1,333.89,2026-04-16 18:03:43.773878
20260416_180343_000027,85,3,1,155.5,2026-04-16 18:03:43.773885
20260416_180343_000028,43,3,1,145.23,2026-04-16 18:03:43.773891
20260416_180343_000029,54,1,2,498.04,2026-04-16 18:03:43.773899
20260416_180343_000030,1,1,1,472.62,2026-04-16 18:03:43.773906
20260416_180343_000031,1,2,2,428.19,2026-04-16 18:03:43.773912
20260416_180343_000032,23,1,2,181.21,2026-04-16 18:03:43.773920
20260416_180343_000033,34,2,1,374.44,2026-04-16 18:03:43.773927
20260416_180343_000034,10,1,1,214.02,2026-04-16 18:03:43.773934
20260416_180343_000035,2,3,2,107.68,2026-04-16 18:03:43.773941
20260416_180343_000036,15,1,2,478.53,2026-04-16 18:03:43.773947
20260416_180343_000037,1,4,1,173.84,2026-04-16 18:03:43.773954
20260416_180343_000038,1,1,1,151.99,2026-04-16 18:03:43.773960
20260416_180343_000039,62,3,1,462.81,2026-04-16 18:03:43.773967
20260416_180343_000040,12,3,2,136.44,2026-04-16 18:03:43.773974
20260416_180343_000041,85,4,1,458.83,2026-04-16 18:03:43.773980
20260416_180343_000042,22,1,2,206.48,2026-04-16 18:03:43.773987
20260416_180343_000043,15,4,2,289.59,2026-04-16 18:03:43.773994
20260416_180343_000044,16,3,3,402.37,2026-04-16 18:03:43.774000
20260416_180343_000045,2,1,1,488.97,2026-04-16 18:03:43.774009
20260416_180343_000046,29,2,1,269.66,2026-04-16 18:03:43.774016
20260416_180343_000047,1,3,1,439.38,2026-04-16 18:03:43.774023
20260416_180343_000048,3,1,1,259.5,2026-04-16 18:03:43.774030
20260416_180343_000049,83,4,1,455.76,2026-04-16 18:03:43.774037
20260416_180343_000050,17,2,2,442.31,2026-04-16 18:03:43.774044
20260416_180343_000051,40,1,2,112.97,2026-04-16 18:03:43.774050
20260416_180343_000052,5,1,1,220.21,2026-04-16 18:03:43.774057
20260416_180343_000053,100,4,1,180.95,2026-04-16 18:03:43.774064
20260416_180343_000054,87,2,2,244.23,2026-04-16 18:03:43.774074
20260416_180343_000055,10,3,3,299.74,2026-04-16 18:03:43.774081
20260416_180343_000056,1,1,2,414.81,2026-04-16 18:03:43.774089
20260416_180343_000057,1,4,2,449.48,2026-04-16 18:03:43.774095
20260416_180343_000058,8,2,3,362.25,2026-04-16 18:03:43.774102
20260416_180343_000059,10,2,3,317.13,2026-04-16 18:03:43.774109
20260416_180343_000060,11,3,1,171.75,2026-04-16 18:03:43.774116
20260416_180343_000061,7,2,2,143.98,2026-04-16 18:03:43.774122
20260416_180343_000062,3,3,1,154.65,2026-04-16 18:03:43.774129
20260416_180343_000063,2,2,1,177.24,2026-04-16 18:03:43.774135
20260416_180343_000064,5,2,3,300.01,2026-04-16 18:03:43.774142
20260416_180343_000065,54,3,1,406.58,2026-04-16 18:03:43.774149
20260416_180343_000066,1,3,2,119.08,2026-04-16 18:03:43.774156
20260416_180343_000067,54,1,1,217.2,2026-04-16 18:03:43.774162
20260416_180343_000068,56,2,1,132.68,2026-04-16 18:03:43.774169
20260416_180343_000069,4,4,1,232.1,2026-04-16 18:03:43.774175
20260416_180343_000070,13,1,1,266.19,2026-04-16 18:03:43.774182
20260416_180343_000071,41,2,1,484.0,2026-04-16 18:03:43.774189
20260416_180343_000072,16,3,3,113.72,2026-04-16 18:03:43.774195
20260416_180343_000073,4,4,3,320.24,2026-04-16 18:03:43.774202
20260416_180343_000074,88,3,2,323.76,2026-04-16 18:03:43.774209
20260416_180343_000075,7,4,1,474.14,2026-04-16 18:03:43.774216
20260416_180343_000076,68,2,1,172.59,2026-04-16 18:03:43.774222
20260416_180343_000077,4,1,1,158.89,2026-04-16 18:03:43.774229
20260416_180343_000078,6,2,1,112.37,2026-04-16 18:03:43.774236
20260416_180343_000079,6,3,1,220.07,2026-04-16 18:03:43.774243
20260416_180343_000080,2,4,2,111.48,2026-04-16 18:03:43.774249
20260416_180343_000081,44,1,3,189.68,2026-04-16 18:03:43.774256
20260416_180343_000082,3,2,2,295.66,2026-04-16 18:03:43.774263
20260416_180343_000083,3,2,1,299.59,2026-04-16 18:03:43.774269
20260416_180343_000084,8,4,2,381.21,2026-04-16 18:03:43.774276
20260416_180343_000085,24,3,1,490.56,2026-04-16 18:03:43.774282
20260416_180343_000086,2,1,2,384.02,2026-04-16 18:03:43.774289
20260416_180343_000087,6,2,2,307.75,2026-04-16 18:03:43.774297
20260416_180343_000088,12,4,1,413.15,2026-04-16 18:03:43.774304
20260416_180343_000089,24,3,1,481.42,2026-04-16 18:03:43.774311
20260416_180343_000090,22,1,1,114.87,2026-04-16 18:03:43.774317
20260416_180343_000091,1,2,1,298.64,2026-04-16 18:03:43.774324
20260416_180343_000092,91,2,3,456.02,2026-04-16 18:03:43.774331
20260416_180343_000093,27,1,2,384.63,2026-04-16 18:03:43.774337
20260416_180343_000094,43,3,1,436.89,2026-04-16 18:03:43.774348
