id_registro,id_pessoa,id_produto,classe,valor,gerado_em
20260414_161730_000001,9,3,1,247.8,2026-04-14 16:17:30.462230
20260414_161730_000002,1,4,1,416.08,2026-04-14 16:17:30.462245
20260414_161730_000003,20,3,2,171.54,2026-04-14 16:17:30.462256
20260414_161730_000004,35,2,2,314.56,2026-04-14 16:17:30.462264
20260414_161730_000005,5,4,2,154.0,2026-04-14 16:17:30.462272
20260414_161730_000006,55,2,1,337.98,2026-04-14 16:17:30.462280
20260414_161730_000007,38,1,2,273.29,2026-04-14 16:17:30.462288
20260414_161730_000008,7,2,2,207.7,2026-04-14 16:17:30.462295
20260414_161730_000009,92,2,1,419.31,2026-04-14 16:17:30.462304
20260414_161730_000010,37,2,1,462.76,2026-04-14 16:17:30.462311
20260414_161730_000011,84,4,2,265.62,2026-04-14 16:17:30.462319
20260414_161730_000012,3,2,1,224.57,2026-04-14 16:17:30.462326
20260414_161730_000013,33,4,1,449.47,2026-04-14 16:17:30.462333
20260414_161730_000014,26,4,1,239.26,2026-04-14 16:17:30.462340
20260414_161730_000015,27,2,2,333.39,2026-04-14 16:17:30.462347
20260414_161730_000016,56,3,1,210.57,2026-04-14 16:17:30.462355
20260414_161730_000017,4,1,1,261.44,2026-04-14 16:17:30.462362
20260414_161730_000018,66,3,2,212.4,2026-04-14 16:17:30.462369
20260414_161730_000019,6,4,1,378.32,2026-04-14 16:17:30.462376
20260414_161730_000020,26,4,2,282.44,2026-04-14 16:17:30.462382
20260414_161730_000021,40,3,1,306.85,2026-04-14 16:17:30.462389
20260414_161730_000022,1,4,2,454.01,2026-04-14 16:17:30.462396
20260414_161730_000023,1,4,2,277.13,2026-04-14 16:17:30.462402
20260414_161730_000024,26,2,1,378.47,2026-04-14 16:17:30.462409
20260414_161730_000025,6,2,3,434.01,2026-04-14 16:17:30.462416
20260414_161730_000026,9,1,2,387.74,2026-04-14 16:17:30.462422
20260414_161730_000027,31,4,1,176.42,2026-04-14 16:17:30.462429
20260414_161730_000028,79,1,1,483.66,2026-04-14 16:17:30.462436
20260414_161730_000029,4,2,1,214.69,2026-04-14 16:17:30.462444
20260414_161730_000030,10,3,1,381.6,2026-04-14 16:17:30.462451
20260414_161730_000031,26,1,2,187.8,2026-04-14 16:17:30.462457
