id_registro,id_pessoa,id_produto,classe,valor,gerado_em
20260416_191721_000001,30,1,2,186.62,2026-04-16 19:17:21.861283
20260416_191721_000002,17,3,2,195.51,2026-04-16 19:17:21.861298
20260416_191721_000003,75,2,2,370.62,2026-04-16 19:17:21.861308
20260416_191721_000004,53,3,2,200.72,2026-04-16 19:17:21.861316
20260416_191721_000005,95,2,1,307.38,2026-04-16 19:17:21.861324
20260416_191721_000006,2,3,2,224.39,2026-04-16 19:17:21.861331
20260416_191721_000007,1,3,1,106.13,2026-04-16 19:17:21.861338
20260416_191721_000008,44,3,1,176.17,2026-04-16 19:17:21.861345
20260416_191721_000009,11,4,1,431.46,2026-04-16 19:17:21.861354
20260416_191721_000010,23,3,1,280.62,2026-04-16 19:17:21.861361
20260416_191721_000011,61,4,1,127.87,2026-04-16 19:17:21.861369
20260416_191721_000012,4,2,1,275.48,2026-04-16 19:17:21.861377
20260416_191721_000013,100,3,1,239.26,2026-04-16 19:17:21.861383
20260416_191721_000014,14,4,1,124.07,2026-04-16 19:17:21.861390
20260416_191721_000015,1,1,1,460.4,2026-04-16 19:17:21.861396
20260416_191721_000016,31,1,1,447.62,2026-04-16 19:17:21.861405
20260416_191721_000017,25,2,1,408.91,2026-04-16 19:17:21.861411
20260416_191721_000018,91,2,1,327.59,2026-04-16 19:17:21.861418
20260416_191721_000019,30,3,1,187.44,2026-04-16 19:17:21.861424
20260416_191721_000020,5,1,1,314.33,2026-04-16 19:17:21.861430
20260416_191721_000021,5,2,1,240.11,2026-04-16 19:17:21.861437
20260416_191721_000022,3,2,2,156.81,2026-04-16 19:17:21.861443
20260416_191721_000023,4,2,1,331.66,2026-04-16 19:17:21.861450
20260416_191721_000024,1,3,2,145.7,2026-04-16 19:17:21.861456
20260416_191721_000025,1,1,1,195.49,2026-04-16 19:17:21.861462
20260416_191721_000026,43,1,1,414.4,2026-04-16 19:17:21.861469
20260416_191721_000027,57,1,1,190.48,2026-04-16 19:17:21.861476
