id_registro,id_pessoa,id_produto,classe,valor,gerado_em
20260414_181624_000001,40,2,2,100.67,2026-04-14 18:16:24.516035
20260414_181624_000002,9,2,3,439.29,2026-04-14 18:16:24.516052
20260414_181624_000003,10,3,2,185.2,2026-04-14 18:16:24.516062
20260414_181624_000004,1,3,2,449.69,2026-04-14 18:16:24.516071
20260414_181624_000005,48,2,1,125.03,2026-04-14 18:16:24.516079
20260414_181624_000006,94,2,1,282.73,2026-04-14 18:16:24.516087
20260414_181624_000007,18,3,1,279.86,2026-04-14 18:16:24.516094
20260414_181624_000008,19,4,2,162.57,2026-04-14 18:16:24.516101
20260414_181624_000009,10,4,2,410.09,2026-04-14 18:16:24.516111
20260414_181624_000010,52,3,2,240.76,2026-04-14 18:16:24.516118
20260414_181624_000011,89,2,1,479.09,2026-04-14 18:16:24.516126
20260414_181624_000012,3,3,1,120.75,2026-04-14 18:16:24.516133
20260414_181624_000013,30,3,1,444.6,2026-04-14 18:16:24.516140
20260414_181624_000014,8,1,1,236.97,2026-04-14 18:16:24.516146
20260414_181624_000015,17,4,1,151.59,2026-04-14 18:16:24.516153
20260414_181624_000016,69,1,1,356.5,2026-04-14 18:16:24.516161
20260414_181624_000017,6,3,1,232.69,2026-04-14 18:16:24.516167
20260414_181624_000018,75,1,3,227.62,2026-04-14 18:16:24.516174
20260414_181624_000019,4,1,2,362.94,2026-04-14 18:16:24.516181
20260414_181624_000020,8,3,2,271.88,2026-04-14 18:16:24.516187
20260414_181624_000021,3,3,2,368.11,2026-04-14 18:16:24.516194
20260414_181624_000022,1,1,2,164.97,2026-04-14 18:16:24.516200
20260414_181624_000023,1,4,1,303.58,2026-04-14 18:16:24.516206
20260414_181624_000024,44,4,1,285.3,2026-04-14 18:16:24.516213
20260414_181624_000025,6,4,1,148.79,2026-04-14 18:16:24.516219
20260414_181624_000026,1,1,1,462.62,2026-04-14 18:16:24.516226
20260414_181624_000027,19,4,2,180.04,2026-04-14 18:16:24.516233
20260414_181624_000028,4,3,1,243.28,2026-04-14 18:16:24.516240
20260414_181624_000029,3,4,2,499.2,2026-04-14 18:16:24.516248
20260414_181624_000030,20,4,2,337.85,2026-04-14 18:16:24.516254
20260414_181624_000031,8,2,2,457.82,2026-04-14 18:16:24.516261
20260414_181624_000032,1,2,2,271.7,2026-04-14 18:16:24.516269
20260414_181624_000033,9,3,3,185.58,2026-04-14 18:16:24.516275
20260414_181624_000034,83,2,3,149.33,2026-04-14 18:16:24.516282
20260414_181624_000035,14,4,2,479.64,2026-04-14 18:16:24.516289
20260414_181624_000036,15,2,2,200.53,2026-04-14 18:16:24.516295
20260414_181624_000037,5,1,2,361.03,2026-04-14 18:16:24.516301
20260414_181624_000038,43,3,2,260.58,2026-04-14 18:16:24.516310
20260414_181624_000039,11,2,1,399.65,2026-04-14 18:16:24.516316
20260414_181624_000040,8,3,2,467.24,2026-04-14 18:16:24.516323
20260414_181624_000041,8,2,1,444.92,2026-04-14 18:16:24.516329
20260414_181624_000042,81,1,3,247.69,2026-04-14 18:16:24.516336
20260414_181624_000043,76,4,1,121.96,2026-04-14 18:16:24.516342
20260414_181624_000044,11,1,2,240.28,2026-04-14 18:16:24.516348
20260414_181624_000045,1,3,1,241.51,2026-04-14 18:16:24.516355
