id_registro,id_pessoa,id_produto,classe,valor,gerado_em
20260417_230350_000001,10,1,1,489.88,2026-04-17 23:03:50.821539
20260417_230350_000002,2,4,1,451.95,2026-04-17 23:03:50.821554
20260417_230350_000003,4,2,1,250.53,2026-04-17 23:03:50.821564
20260417_230350_000004,1,2,1,249.81,2026-04-17 23:03:50.821572
20260417_230350_000005,67,4,1,170.42,2026-04-17 23:03:50.821579
20260417_230350_000006,6,4,1,186.55,2026-04-17 23:03:50.821587
20260417_230350_000007,79,1,1,129.82,2026-04-17 23:03:50.821593
20260417_230350_000008,35,4,1,342.62,2026-04-17 23:03:50.821600
20260417_230350_000009,12,4,1,255.92,2026-04-17 23:03:50.821610
20260417_230350_000010,2,4,2,303.43,2026-04-17 23:03:50.821617
20260417_230350_000011,85,1,1,405.32,2026-04-17 23:03:50.821624
20260417_230350_000012,24,4,1,396.42,2026-04-17 23:03:50.821632
20260417_230350_000013,34,1,1,213.14,2026-04-17 23:03:50.821639
20260417_230350_000014,31,1,2,333.07,2026-04-17 23:03:50.821646
20260417_230350_000015,6,1,1,356.44,2026-04-17 23:03:50.821653
20260417_230350_000016,76,2,2,118.06,2026-04-17 23:03:50.821659
20260417_230350_000017,1,3,1,252.65,2026-04-17 23:03:50.821665
20260417_230350_000018,8,4,1,146.77,2026-04-17 23:03:50.821672
20260417_230350_000019,39,4,3,284.96,2026-04-17 23:03:50.821679
20260417_230350_000020,2,2,1,155.77,2026-04-17 23:03:50.821686
20260417_230350_000021,1,2,2,133.14,2026-04-17 23:03:50.821692
20260417_230350_000022,1,3,2,143.6,2026-04-17 23:03:50.821699
20260417_230350_000023,4,1,2,475.05,2026-04-17 23:03:50.821705
20260417_230350_000024,79,2,1,143.59,2026-04-17 23:03:50.821712
20260417_230350_000025,1,1,1,230.61,2026-04-17 23:03:50.821718
20260417_230350_000026,54,1,1,160.52,2026-04-17 23:03:50.821725
20260417_230350_000027,1,4,2,176.88,2026-04-17 23:03:50.821734
20260417_230350_000028,27,4,1,161.54,2026-04-17 23:03:50.821742
20260417_230350_000029,20,4,2,293.14,2026-04-17 23:03:50.821750
20260417_230350_000030,73,4,1,223.2,2026-04-17 23:03:50.821756
20260417_230350_000031,11,1,2,329.62,2026-04-17 23:03:50.821763
20260417_230350_000032,8,1,1,443.81,2026-04-17 23:03:50.821770
20260417_230350_000033,41,3,3,456.0,2026-04-17 23:03:50.821776
20260417_230350_000034,35,3,3,393.23,2026-04-17 23:03:50.821783
20260417_230350_000035,80,4,2,269.42,2026-04-17 23:03:50.821790
20260417_230350_000036,39,4,2,206.41,2026-04-17 23:03:50.821796
20260417_230350_000037,6,2,3,381.49,2026-04-17 23:03:50.821803
20260417_230350_000038,20,3,3,300.96,2026-04-17 23:03:50.821809
20260417_230350_000039,11,1,1,108.87,2026-04-17 23:03:50.821816
20260417_230350_000040,37,1,1,337.84,2026-04-17 23:03:50.821822
20260417_230350_000041,9,3,1,186.05,2026-04-17 23:03:50.821829
20260417_230350_000042,11,1,1,394.79,2026-04-17 23:03:50.821836
20260417_230350_000043,2,2,1,318.19,2026-04-17 23:03:50.821842
20260417_230350_000044,10,3,1,324.59,2026-04-17 23:03:50.821849
20260417_230350_000045,56,2,2,123.65,2026-04-17 23:03:50.821855
20260417_230350_000046,76,1,1,188.76,2026-04-17 23:03:50.821862
20260417_230350_000047,9,1,3,250.09,2026-04-17 23:03:50.821868
20260417_230350_000048,98,4,2,244.87,2026-04-17 23:03:50.821876
20260417_230350_000049,3,3,2,353.59,2026-04-17 23:03:50.821884
20260417_230350_000050,34,1,2,264.27,2026-04-17 23:03:50.821890
20260417_230350_000051,16,4,1,460.44,2026-04-17 23:03:50.821897
20260417_230350_000052,4,3,1,146.49,2026-04-17 23:03:50.821903
20260417_230350_000053,26,4,1,492.54,2026-04-17 23:03:50.821910
20260417_230350_000054,67,4,1,200.24,2026-04-17 23:03:50.821918
20260417_230350_000055,85,1,1,346.22,2026-04-17 23:03:50.821924
20260417_230350_000056,64,3,1,279.49,2026-04-17 23:03:50.821931
20260417_230350_000057,3,2,1,203.78,2026-04-17 23:03:50.821937
20260417_230350_000058,40,2,2,409.35,2026-04-17 23:03:50.821944
20260417_230350_000059,5,1,3,449.79,2026-04-17 23:03:50.821951
20260417_230350_000060,43,2,2,378.94,2026-04-17 23:03:50.821957
20260417_230350_000061,22,1,1,178.96,2026-04-17 23:03:50.821964
20260417_230350_000062,3,4,3,278.39,2026-04-17 23:03:50.821971
20260417_230350_000063,12,4,1,174.37,2026-04-17 23:03:50.821977
20260417_230350_000064,10,3,1,107.04,2026-04-17 23:03:50.821984
20260417_230350_000065,16,3,1,166.21,2026-04-17 23:03:50.821990
20260417_230350_000066,15,3,1,112.56,2026-04-17 23:03:50.821997
20260417_230350_000067,87,3,2,372.74,2026-04-17 23:03:50.822004
20260417_230350_000068,5,4,1,175.67,2026-04-17 23:03:50.822010
20260417_230350_000069,24,3,2,170.95,2026-04-17 23:03:50.822017
20260417_230350_000070,31,2,3,180.54,2026-04-17 23:03:50.822023
20260417_230350_000071,8,3,1,324.33,2026-04-17 23:03:50.822030
20260417_230350_000072,12,1,1,381.18,2026-04-17 23:03:50.822036
20260417_230350_000073,27,2,1,243.74,2026-04-17 23:03:50.822043
20260417_230350_000074,1,2,2,144.31,2026-04-17 23:03:50.822049
20260417_230350_000075,1,3,3,256.51,2026-04-17 23:03:50.822055
20260417_230350_000076,16,3,1,233.54,2026-04-17 23:03:50.822062
20260417_230350_000077,73,2,1,211.8,2026-04-17 23:03:50.822068
20260417_230350_000078,3,3,1,354.9,2026-04-17 23:03:50.822076
20260417_230350_000079,5,3,2,133.7,2026-04-17 23:03:50.822082
20260417_230350_000080,44,4,2,222.48,2026-04-17 23:03:50.822089
20260417_230350_000081,9,2,1,350.37,2026-04-17 23:03:50.822097
20260417_230350_000082,5,2,2,203.13,2026-04-17 23:03:50.822103
20260417_230350_000083,38,1,1,285.24,2026-04-17 23:03:50.822109
20260417_230350_000084,7,3,1,246.73,2026-04-17 23:03:50.822116
20260417_230350_000085,21,4,1,184.73,2026-04-17 23:03:50.822123
20260417_230350_000086,6,4,2,181.1,2026-04-17 23:03:50.822129
20260417_230350_000087,33,1,1,314.33,2026-04-17 23:03:50.822136
20260417_230350_000088,20,1,2,323.25,2026-04-17 23:03:50.822143
20260417_230350_000089,1,2,1,297.22,2026-04-17 23:03:50.822150
20260417_230350_000090,2,3,2,317.08,2026-04-17 23:03:50.822156
20260417_230350_000091,22,1,1,105.86,2026-04-17 23:03:50.822162
20260417_230350_000092,55,2,1,212.36,2026-04-17 23:03:50.822169
20260417_230350_000093,1,1,1,289.63,2026-04-17 23:03:50.822175
20260417_230350_000094,21,2,3,373.83,2026-04-17 23:03:50.822182
20260417_230350_000095,7,3,2,490.92,2026-04-17 23:03:50.822189
20260417_230350_000096,79,4,1,421.8,2026-04-17 23:03:50.822195
20260417_230350_000097,3,1,2,336.37,2026-04-17 23:03:50.822202
20260417_230350_000098,32,2,1,336.4,2026-04-17 23:03:50.822208
20260417_230350_000099,4,2,1,363.66,2026-04-17 23:03:50.822214
20260417_230350_000100,50,3,1,150.82,2026-04-17 23:03:50.822221
20260417_230350_000101,7,3,1,498.77,2026-04-17 23:03:50.822228
20260417_230350_000102,3,3,1,417.82,2026-04-17 23:03:50.822234
20260417_230350_000103,11,1,2,365.91,2026-04-17 23:03:50.822240
20260417_230350_000104,8,1,1,456.1,2026-04-17 23:03:50.822247
20260417_230350_000105,8,1,1,374.08,2026-04-17 23:03:50.822253
20260417_230350_000106,36,4,1,202.73,2026-04-17 23:03:50.822260
20260417_230350_000107,42,4,3,224.12,2026-04-17 23:03:50.822267
20260417_230350_000108,4,4,2,340.33,2026-04-17 23:03:50.822274
20260417_230350_000109,4,2,3,295.3,2026-04-17 23:03:50.822280
20260417_230350_000110,2,2,1,188.83,2026-04-17 23:03:50.822287
20260417_230350_000111,3,4,1,476.63,2026-04-17 23:03:50.822296
20260417_230350_000112,28,2,2,332.6,2026-04-17 23:03:50.822302
20260417_230350_000113,29,2,3,135.64,2026-04-17 23:03:50.822310
20260417_230350_000114,3,1,2,201.32,2026-04-17 23:03:50.822316
20260417_230350_000115,76,3,2,155.81,2026-04-17 23:03:50.822323
20260417_230350_000116,39,4,1,497.07,2026-04-17 23:03:50.822329
20260417_230350_000117,80,1,1,274.08,2026-04-17 23:03:50.822335
20260417_230350_000118,7,4,2,158.46,2026-04-17 23:03:50.822342
20260417_230350_000119,5,3,1,282.61,2026-04-17 23:03:50.822348
20260417_230350_000120,31,3,3,136.3,2026-04-17 23:03:50.822355
20260417_230350_000121,2,2,1,232.31,2026-04-17 23:03:50.822361
20260417_230350_000122,59,2,1,310.76,2026-04-17 23:03:50.822368
20260417_230350_000123,33,2,3,115.73,2026-04-17 23:03:50.822374
20260417_230350_000124,44,1,1,364.19,2026-04-17 23:03:50.822381
20260417_230350_000125,39,1,3,254.4,2026-04-17 23:03:50.822387
20260417_230350_000126,6,3,2,194.03,2026-04-17 23:03:50.822395
20260417_230350_000127,79,1,2,398.57,2026-04-17 23:03:50.822402
20260417_230350_000128,1,1,3,396.13,2026-04-17 23:03:50.822408
20260417_230350_000129,4,1,1,282.69,2026-04-17 23:03:50.822415
20260417_230350_000130,2,3,1,219.87,2026-04-17 23:03:50.822421
20260417_230350_000131,61,4,2,404.76,2026-04-17 23:03:50.822428
20260417_230350_000132,49,3,1,256.52,2026-04-17 23:03:50.822434
20260417_230350_000133,14,4,1,381.95,2026-04-17 23:03:50.822441
20260417_230350_000134,33,2,1,182.68,2026-04-17 23:03:50.822448
20260417_230350_000135,1,4,1,164.48,2026-04-17 23:03:50.822455
20260417_230350_000136,7,3,2,195.41,2026-04-17 23:03:50.822461
20260417_230350_000137,69,1,1,346.22,2026-04-17 23:03:50.822468
20260417_230350_000138,32,4,1,273.98,2026-04-17 23:03:50.822474
20260417_230350_000139,89,2,1,227.2,2026-04-17 23:03:50.822482
20260417_230350_000140,19,2,3,189.69,2026-04-17 23:03:50.822488
20260417_230350_000141,1,2,1,392.98,2026-04-17 23:03:50.822495
20260417_230350_000142,13,1,3,354.84,2026-04-17 23:03:50.822501
20260417_230350_000143,1,1,1,236.76,2026-04-17 23:03:50.822508
20260417_230350_000144,17,3,1,344.01,2026-04-17 23:03:50.822514
20260417_230350_000145,1,2,2,191.2,2026-04-17 23:03:50.822522
20260417_230350_000146,40,2,2,449.02,2026-04-17 23:03:50.822530
20260417_230350_000147,16,2,1,352.46,2026-04-17 23:03:50.822537
20260417_230350_000148,63,1,2,428.97,2026-04-17 23:03:50.822543
20260417_230350_000149,4,2,1,487.49,2026-04-17 23:03:50.822549
20260417_230350_000150,2,1,1,305.26,2026-04-17 23:03:50.822557
20260417_230350_000151,3,1,1,267.91,2026-04-17 23:03:50.822563
20260417_230350_000152,5,2,3,311.01,2026-04-17 23:03:50.822570
20260417_230350_000153,76,1,1,191.55,2026-04-17 23:03:50.822576
20260417_230350_000154,11,3,1,197.64,2026-04-17 23:03:50.822583
20260417_230350_000155,58,1,2,142.67,2026-04-17 23:03:50.822590
20260417_230350_000156,23,3,2,365.61,2026-04-17 23:03:50.822596
20260417_230350_000157,58,4,1,235.61,2026-04-17 23:03:50.822603
20260417_230350_000158,6,4,2,401.13,2026-04-17 23:03:50.822609
20260417_230350_000159,29,4,2,242.52,2026-04-17 23:03:50.822616
20260417_230350_000160,3,3,1,263.21,2026-04-17 23:03:50.822622
20260417_230350_000161,1,1,1,233.65,2026-04-17 23:03:50.822629
20260417_230350_000162,1,4,1,128.58,2026-04-17 23:03:50.822635
20260417_230350_000163,69,1,1,292.05,2026-04-17 23:03:50.822641
20260417_230350_000164,79,4,2,447.05,2026-04-17 23:03:50.822648
20260417_230350_000165,29,3,1,302.15,2026-04-17 23:03:50.822655
20260417_230350_000166,3,1,1,370.16,2026-04-17 23:03:50.822662
20260417_230350_000167,9,3,1,337.82,2026-04-17 23:03:50.822668
20260417_230350_000168,19,2,1,454.77,2026-04-17 23:03:50.822675
20260417_230350_000169,17,2,1,301.14,2026-04-17 23:03:50.822681
20260417_230350_000170,59,2,1,101.35,2026-04-17 23:03:50.822688
20260417_230350_000171,1,1,1,336.8,2026-04-17 23:03:50.822694
20260417_230350_000172,2,4,1,468.04,2026-04-17 23:03:50.822701
20260417_230350_000173,4,1,1,492.87,2026-04-17 23:03:50.822707
20260417_230350_000174,1,3,1,488.15,2026-04-17 23:03:50.822714
20260417_230350_000175,5,3,2,292.58,2026-04-17 23:03:50.822721
20260417_230350_000176,1,2,1,141.8,2026-04-17 23:03:50.822728
20260417_230350_000177,1,1,2,398.51,2026-04-17 23:03:50.822735
20260417_230350_000178,68,3,1,130.81,2026-04-17 23:03:50.822741
20260417_230350_000179,52,1,2,314.78,2026-04-17 23:03:50.822748
20260417_230350_000180,31,1,1,112.1,2026-04-17 23:03:50.822754
20260417_230350_000181,5,3,1,291.42,2026-04-17 23:03:50.822760
20260417_230350_000182,1,2,2,330.46,2026-04-17 23:03:50.822767
20260417_230350_000183,92,2,1,454.37,2026-04-17 23:03:50.822773
20260417_230350_000184,1,4,3,116.24,2026-04-17 23:03:50.822780
20260417_230350_000185,5,1,2,282.32,2026-04-17 23:03:50.822787
20260417_230350_000186,5,4,1,448.25,2026-04-17 23:03:50.822794
20260417_230350_000187,1,1,2,247.32,2026-04-17 23:03:50.822800
20260417_230350_000188,81,1,1,112.02,2026-04-17 23:03:50.822807
20260417_230350_000189,55,3,2,403.91,2026-04-17 23:03:50.822813
20260417_230350_000190,18,2,1,141.95,2026-04-17 23:03:50.822820
20260417_230350_000191,14,1,1,109.33,2026-04-17 23:03:50.822826
20260417_230350_000192,14,4,1,110.89,2026-04-17 23:03:50.822832
20260417_230350_000193,90,1,1,168.49,2026-04-17 23:03:50.822839
20260417_230350_000194,48,2,1,468.79,2026-04-17 23:03:50.822845
20260417_230350_000195,18,4,1,193.82,2026-04-17 23:03:50.822852
20260417_230350_000196,12,2,3,106.12,2026-04-17 23:03:50.822860
20260417_230350_000197,9,4,1,149.7,2026-04-17 23:03:50.822867
20260417_230350_000198,18,1,2,410.08,2026-04-17 23:03:50.822873
20260417_230350_000199,3,3,3,273.95,2026-04-17 23:03:50.822880
20260417_230350_000200,5,1,1,295.17,2026-04-17 23:03:50.822886
20260417_230350_000201,9,1,1,384.34,2026-04-17 23:03:50.822893
20260417_230350_000202,16,3,1,480.11,2026-04-17 23:03:50.822900
20260417_230350_000203,58,3,1,254.26,2026-04-17 23:03:50.822906
20260417_230350_000204,30,3,3,299.77,2026-04-17 23:03:50.822913
20260417_230350_000205,7,4,2,395.38,2026-04-17 23:03:50.822920
20260417_230350_000206,2,4,1,267.67,2026-04-17 23:03:50.822927
20260417_230350_000207,1,3,1,264.22,2026-04-17 23:03:50.822933
20260417_230350_000208,60,2,1,426.99,2026-04-17 23:03:50.822941
20260417_230350_000209,19,3,1,205.95,2026-04-17 23:03:50.822948
20260417_230350_000210,33,3,1,108.22,2026-04-17 23:03:50.822954
20260417_230350_000211,59,3,2,194.12,2026-04-17 23:03:50.822960
20260417_230350_000212,2,1,1,204.87,2026-04-17 23:03:50.822967
20260417_230350_000213,8,2,1,391.17,2026-04-17 23:03:50.822973
20260417_230350_000214,14,4,1,336.14,2026-04-17 23:03:50.822980
20260417_230350_000215,2,3,1,447.56,2026-04-17 23:03:50.822986
20260417_230350_000216,7,2,1,434.0,2026-04-17 23:03:50.822993
20260417_230350_000217,9,1,1,427.82,2026-04-17 23:03:50.823000
20260417_230350_000218,20,1,1,172.4,2026-04-17 23:03:50.823006
20260417_230350_000219,43,2,2,185.01,2026-04-17 23:03:50.823014
20260417_230350_000220,48,3,1,359.87,2026-04-17 23:03:50.823020
20260417_230350_000221,87,3,2,486.59,2026-04-17 23:03:50.823027
20260417_230350_000222,40,3,1,435.08,2026-04-17 23:03:50.823033
20260417_230350_000223,1,4,1,151.33,2026-04-17 23:03:50.823040
20260417_230350_000224,4,1,2,170.05,2026-04-17 23:03:50.823047
20260417_230350_000225,25,3,3,152.98,2026-04-17 23:03:50.823054
20260417_230350_000226,29,3,1,489.16,2026-04-17 23:03:50.823060
20260417_230350_000227,40,4,2,452.98,2026-04-17 23:03:50.823067
20260417_230350_000228,11,1,2,496.33,2026-04-17 23:03:50.823073
20260417_230350_000229,1,2,2,281.47,2026-04-17 23:03:50.823080
20260417_230350_000230,79,4,1,286.25,2026-04-17 23:03:50.823086
20260417_230350_000231,4,2,1,130.28,2026-04-17 23:03:50.823093
20260417_230350_000232,1,4,1,444.06,2026-04-17 23:03:50.823099
20260417_230350_000233,12,4,1,351.0,2026-04-17 23:03:50.823106
20260417_230350_000234,35,3,1,319.42,2026-04-17 23:03:50.823113
20260417_230350_000235,41,4,2,299.2,2026-04-17 23:03:50.823120
20260417_230350_000236,77,3,2,315.9,2026-04-17 23:03:50.823126
20260417_230350_000237,51,3,1,366.57,2026-04-17 23:03:50.823133
20260417_230350_000238,1,1,1,294.24,2026-04-17 23:03:50.823139
20260417_230350_000239,3,4,2,426.81,2026-04-17 23:03:50.823145
20260417_230350_000240,10,3,1,257.39,2026-04-17 23:03:50.823153
20260417_230350_000241,5,1,2,486.02,2026-04-17 23:03:50.823160
20260417_230350_000242,22,3,1,354.03,2026-04-17 23:03:50.823166
20260417_230350_000243,72,4,1,251.6,2026-04-17 23:03:50.823174
20260417_230350_000244,47,2,1,106.02,2026-04-17 23:03:50.823180
20260417_230350_000245,64,4,1,150.54,2026-04-17 23:03:50.823187
20260417_230350_000246,50,3,1,150.87,2026-04-17 23:03:50.823193
20260417_230350_000247,9,1,1,241.12,2026-04-17 23:03:50.823200
20260417_230350_000248,6,2,1,341.2,2026-04-17 23:03:50.823206
20260417_230350_000249,1,3,1,269.29,2026-04-17 23:03:50.823213
20260417_230350_000250,80,1,1,169.89,2026-04-17 23:03:50.823219
20260417_230350_000251,18,2,3,393.72,2026-04-17 23:03:50.823226
20260417_230350_000252,39,3,3,445.09,2026-04-17 23:03:50.823232
20260417_230350_000253,13,4,3,432.53,2026-04-17 23:03:50.823239
20260417_230350_000254,51,3,2,170.05,2026-04-17 23:03:50.823245
20260417_230350_000255,22,1,1,197.95,2026-04-17 23:03:50.823252
20260417_230350_000256,27,2,1,189.92,2026-04-17 23:03:50.823258
20260417_230350_000257,1,2,1,460.89,2026-04-17 23:03:50.823265
20260417_230350_000258,8,1,2,454.3,2026-04-17 23:03:50.823272
20260417_230350_000259,40,1,1,378.2,2026-04-17 23:03:50.823278
20260417_230350_000260,1,3,1,200.51,2026-04-17 23:03:50.823285
20260417_230350_000261,21,3,1,441.04,2026-04-17 23:03:50.823291
20260417_230350_000262,1,3,1,236.34,2026-04-17 23:03:50.823298
20260417_230350_000263,2,3,1,407.23,2026-04-17 23:03:50.823305
20260417_230350_000264,5,2,1,397.01,2026-04-17 23:03:50.823312
20260417_230350_000265,5,4,1,482.43,2026-04-17 23:03:50.823318
20260417_230350_000266,15,4,1,353.26,2026-04-17 23:03:50.823326
20260417_230350_000267,4,1,1,115.57,2026-04-17 23:03:50.823332
20260417_230350_000268,74,1,3,453.49,2026-04-17 23:03:50.823339
20260417_230350_000269,8,4,1,420.32,2026-04-17 23:03:50.823345
20260417_230350_000270,2,1,1,484.55,2026-04-17 23:03:50.823356
20260417_230350_000271,22,3,1,318.4,2026-04-17 23:03:50.823363
20260417_230350_000272,29,4,1,265.75,2026-04-17 23:03:50.823371
20260417_230350_000273,2,4,1,132.22,2026-04-17 23:03:50.823378
20260417_230350_000274,4,4,1,256.01,2026-04-17 23:03:50.823384
20260417_230350_000275,6,4,3,355.77,2026-04-17 23:03:50.823390
20260417_230350_000276,36,2,2,349.99,2026-04-17 23:03:50.823397
20260417_230350_000277,39,2,3,191.8,2026-04-17 23:03:50.823403
20260417_230350_000278,16,4,1,462.64,2026-04-17 23:03:50.823410
20260417_230350_000279,71,2,1,288.23,2026-04-17 23:03:50.823416
20260417_230350_000280,91,3,1,175.78,2026-04-17 23:03:50.823425
20260417_230350_000281,3,2,1,344.02,2026-04-17 23:03:50.823431
20260417_230350_000282,11,2,1,362.33,2026-04-17 23:03:50.823439
20260417_230350_000283,85,2,2,416.56,2026-04-17 23:03:50.823446
20260417_230350_000284,8,1,2,365.04,2026-04-17 23:03:50.823452
20260417_230350_000285,42,4,1,479.77,2026-04-17 23:03:50.823459
20260417_230350_000286,16,2,1,232.8,2026-04-17 23:03:50.823465
20260417_230350_000287,42,4,2,212.14,2026-04-17 23:03:50.823472
20260417_230350_000288,3,2,1,106.54,2026-04-17 23:03:50.823478
20260417_230350_000289,12,1,1,342.03,2026-04-17 23:03:50.823485
20260417_230350_000290,1,4,1,413.32,2026-04-17 23:03:50.823491
20260417_230350_000291,80,4,1,191.18,2026-04-17 23:03:50.823498
20260417_230350_000292,1,1,1,328.98,2026-04-17 23:03:50.823504
20260417_230350_000293,54,4,1,353.59,2026-04-17 23:03:50.823510
20260417_230350_000294,36,3,1,198.57,2026-04-17 23:03:50.823517
20260417_230350_000295,5,4,2,104.29,2026-04-17 23:03:50.823523
20260417_230350_000296,22,2,1,193.56,2026-04-17 23:03:50.823530
20260417_230350_000297,69,1,1,127.9,2026-04-17 23:03:50.823536
20260417_230350_000298,1,1,1,466.5,2026-04-17 23:03:50.823543
20260417_230350_000299,3,2,1,153.22,2026-04-17 23:03:50.823549
20260417_230350_000300,4,1,1,262.56,2026-04-17 23:03:50.823556
20260417_230350_000301,42,2,2,491.97,2026-04-17 23:03:50.823562
20260417_230350_000302,8,1,1,441.71,2026-04-17 23:03:50.823570
20260417_230350_000303,62,1,1,432.83,2026-04-17 23:03:50.823576
20260417_230350_000304,41,4,1,306.82,2026-04-17 23:03:50.823584
20260417_230350_000305,5,4,1,445.5,2026-04-17 23:03:50.823592
20260417_230350_000306,4,1,3,227.16,2026-04-17 23:03:50.823599
20260417_230350_000307,1,1,1,440.46,2026-04-17 23:03:50.823606
20260417_230350_000308,54,1,2,288.21,2026-04-17 23:03:50.823612
20260417_230350_000309,31,3,1,449.87,2026-04-17 23:03:50.823619
20260417_230350_000310,63,1,2,145.76,2026-04-17 23:03:50.823626
20260417_230350_000311,41,2,2,300.77,2026-04-17 23:03:50.823633
20260417_230350_000312,6,2,3,221.77,2026-04-17 23:03:50.823640
20260417_230350_000313,40,4,1,420.37,2026-04-17 23:03:50.823646
20260417_230350_000314,46,2,2,448.56,2026-04-17 23:03:50.823653
20260417_230350_000315,10,4,3,107.79,2026-04-17 23:03:50.823659
20260417_230350_000316,70,2,1,123.93,2026-04-17 23:03:50.823666
20260417_230350_000317,89,4,3,113.33,2026-04-17 23:03:50.823672
20260417_230350_000318,2,3,1,280.99,2026-04-17 23:03:50.823679
20260417_230350_000319,23,1,1,464.0,2026-04-17 23:03:50.823685
20260417_230350_000320,1,1,1,108.78,2026-04-17 23:03:50.823692
20260417_230350_000321,59,3,2,416.45,2026-04-17 23:03:50.823699
20260417_230350_000322,73,4,1,110.75,2026-04-17 23:03:50.823706
20260417_230350_000323,1,3,2,404.65,2026-04-17 23:03:50.823712
20260417_230350_000324,3,3,3,239.29,2026-04-17 23:03:50.823719
20260417_230350_000325,35,4,1,142.07,2026-04-17 23:03:50.823725
20260417_230350_000326,44,3,2,146.36,2026-04-17 23:03:50.823732
20260417_230350_000327,91,1,1,281.21,2026-04-17 23:03:50.823738
20260417_230350_000328,21,3,1,200.61,2026-04-17 23:03:50.823745
20260417_230350_000329,19,4,2,147.7,2026-04-17 23:03:50.823751
20260417_230350_000330,3,4,1,191.49,2026-04-17 23:03:50.823758
20260417_230350_000331,1,3,2,161.44,2026-04-17 23:03:50.823764
20260417_230350_000332,11,4,1,290.08,2026-04-17 23:03:50.823771
20260417_230350_000333,41,1,2,273.2,2026-04-17 23:03:50.823777
