id_registro,id_pessoa,id_produto,classe,valor,gerado_em
20260414_173350_000001,20,1,2,461.27,2026-04-14 17:33:50.329246
20260414_173350_000002,99,2,1,289.1,2026-04-14 17:33:50.329262
20260414_173350_000003,2,3,1,235.11,2026-04-14 17:33:50.329272
20260414_173350_000004,78,3,1,324.75,2026-04-14 17:33:50.329280
20260414_173350_000005,42,4,1,456.77,2026-04-14 17:33:50.329288
20260414_173350_000006,4,1,1,136.54,2026-04-14 17:33:50.329296
20260414_173350_000007,47,2,1,342.31,2026-04-14 17:33:50.329303
20260414_173350_000008,23,4,2,403.73,2026-04-14 17:33:50.329310
20260414_173350_000009,3,3,1,489.13,2026-04-14 17:33:50.329319
20260414_173350_000010,66,4,2,389.19,2026-04-14 17:33:50.329326
20260414_173350_000011,1,2,1,463.44,2026-04-14 17:33:50.329334
20260414_173350_000012,19,4,2,288.56,2026-04-14 17:33:50.329341
20260414_173350_000013,65,1,2,165.45,2026-04-14 17:33:50.329348
20260414_173350_000014,21,4,1,189.45,2026-04-14 17:33:50.329356
20260414_173350_000015,11,2,1,401.79,2026-04-14 17:33:50.329363
20260414_173350_000016,40,2,2,130.08,2026-04-14 17:33:50.329370
20260414_173350_000017,7,4,1,327.81,2026-04-14 17:33:50.329376
20260414_173350_000018,30,4,3,490.96,2026-04-14 17:33:50.329383
20260414_173350_000019,35,3,1,193.98,2026-04-14 17:33:50.329390
20260414_173350_000020,3,3,1,418.75,2026-04-14 17:33:50.329397
20260414_173350_000021,83,4,3,161.08,2026-04-14 17:33:50.329403
20260414_173350_000022,52,2,3,406.55,2026-04-14 17:33:50.329410
20260414_173350_000023,9,4,1,322.0,2026-04-14 17:33:50.329417
20260414_173350_000024,27,3,1,113.66,2026-04-14 17:33:50.329424
20260414_173350_000025,2,4,2,301.65,2026-04-14 17:33:50.329431
20260414_173350_000026,27,1,1,318.63,2026-04-14 17:33:50.329437
20260414_173350_000027,31,1,2,125.27,2026-04-14 17:33:50.329444
20260414_173350_000028,28,3,3,436.74,2026-04-14 17:33:50.329451
20260414_173350_000029,9,2,1,237.65,2026-04-14 17:33:50.329459
20260414_173350_000030,4,2,1,363.85,2026-04-14 17:33:50.329466
20260414_173350_000031,1,3,1,230.64,2026-04-14 17:33:50.329473
20260414_173350_000032,22,3,2,156.15,2026-04-14 17:33:50.329480
20260414_173350_000033,5,1,1,354.45,2026-04-14 17:33:50.329486
