id_registro,id_pessoa,id_produto,classe,valor,gerado_em
20260416_071053_000001,62,2,1,256.19,2026-04-16 07:10:53.548860
20260416_071053_000002,7,3,2,170.97,2026-04-16 07:10:53.548878
20260416_071053_000003,1,1,2,181.8,2026-04-16 07:10:53.548889
20260416_071053_000004,42,4,1,357.9,2026-04-16 07:10:53.548897
20260416_071053_000005,45,2,1,295.27,2026-04-16 07:10:53.548905
20260416_071053_000006,1,1,2,178.23,2026-04-16 07:10:53.548912
20260416_071053_000007,10,3,1,160.18,2026-04-16 07:10:53.548919
20260416_071053_000008,11,1,1,297.88,2026-04-16 07:10:53.548926
20260416_071053_000009,1,1,2,339.1,2026-04-16 07:10:53.548936
20260416_071053_000010,90,4,1,477.59,2026-04-16 07:10:53.548943
20260416_071053_000011,1,3,3,312.06,2026-04-16 07:10:53.548951
20260416_071053_000012,12,3,2,255.81,2026-04-16 07:10:53.548958
20260416_071053_000013,56,2,2,116.63,2026-04-16 07:10:53.548965
20260416_071053_000014,97,4,1,490.88,2026-04-16 07:10:53.548971
20260416_071053_000015,3,2,2,256.7,2026-04-16 07:10:53.548978
20260416_071053_000016,27,1,1,156.98,2026-04-16 07:10:53.548985
20260416_071053_000017,19,4,2,278.66,2026-04-16 07:10:53.548992
20260416_071053_000018,6,4,1,171.88,2026-04-16 07:10:53.548999
20260416_071053_000019,1,4,1,491.88,2026-04-16 07:10:53.549005
20260416_071053_000020,12,2,3,434.93,2026-04-16 07:10:53.549012
20260416_071053_000021,1,1,1,217.97,2026-04-16 07:10:53.549018
20260416_071053_000022,22,1,2,217.2,2026-04-16 07:10:53.549025
20260416_071053_000023,10,3,1,192.72,2026-04-16 07:10:53.549031
20260416_071053_000024,4,1,2,498.92,2026-04-16 07:10:53.549051
20260416_071053_000025,27,4,1,450.75,2026-04-16 07:10:53.549058
20260416_071053_000026,60,1,1,286.1,2026-04-16 07:10:53.549067
20260416_071053_000027,20,2,2,163.24,2026-04-16 07:10:53.549074
20260416_071053_000028,2,2,2,456.81,2026-04-16 07:10:53.549080
20260416_071053_000029,5,4,1,276.19,2026-04-16 07:10:53.549088
20260416_071053_000030,51,1,1,181.65,2026-04-16 07:10:53.549095
20260416_071053_000031,13,2,1,298.6,2026-04-16 07:10:53.549102
20260416_071053_000032,84,4,2,139.31,2026-04-16 07:10:53.549110
20260416_071053_000033,31,2,1,228.6,2026-04-16 07:10:53.549116
20260416_071053_000034,5,1,1,142.98,2026-04-16 07:10:53.549123
20260416_071053_000035,21,3,1,310.16,2026-04-16 07:10:53.549130
