id_registro,id_pessoa,id_produto,classe,valor,gerado_em
20260415_180355_000001,63,2,2,197.32,2026-04-15 18:03:55.367937
20260415_180355_000002,33,2,1,194.22,2026-04-15 18:03:55.367952
20260415_180355_000003,1,1,1,167.02,2026-04-15 18:03:55.367962
20260415_180355_000004,44,2,3,171.17,2026-04-15 18:03:55.367970
20260415_180355_000005,3,1,1,366.84,2026-04-15 18:03:55.367978
20260415_180355_000006,37,4,1,270.05,2026-04-15 18:03:55.367985
20260415_180355_000007,38,4,3,107.82,2026-04-15 18:03:55.367992
20260415_180355_000008,18,3,1,218.81,2026-04-15 18:03:55.367998
20260415_180355_000009,1,1,1,281.41,2026-04-15 18:03:55.368007
20260415_180355_000010,59,4,1,242.11,2026-04-15 18:03:55.368014
20260415_180355_000011,18,1,1,436.81,2026-04-15 18:03:55.368022
20260415_180355_000012,70,1,1,233.99,2026-04-15 18:03:55.368029
20260415_180355_000013,91,3,1,150.08,2026-04-15 18:03:55.368035
20260415_180355_000014,74,3,2,156.67,2026-04-15 18:03:55.368044
20260415_180355_000015,14,4,2,155.85,2026-04-15 18:03:55.368052
20260415_180355_000016,9,3,1,174.01,2026-04-15 18:03:55.368059
20260415_180355_000017,20,3,2,325.95,2026-04-15 18:03:55.368065
20260415_180355_000018,26,3,1,141.88,2026-04-15 18:03:55.368072
20260415_180355_000019,10,2,2,236.55,2026-04-15 18:03:55.368078
20260415_180355_000020,1,4,1,468.53,2026-04-15 18:03:55.368085
20260415_180355_000021,26,2,1,497.32,2026-04-15 18:03:55.368091
20260415_180355_000022,12,4,1,143.34,2026-04-15 18:03:55.368098
20260415_180355_000023,96,1,1,463.84,2026-04-15 18:03:55.368104
20260415_180355_000024,1,3,2,133.02,2026-04-15 18:03:55.368111
20260415_180355_000025,1,1,1,136.74,2026-04-15 18:03:55.368117
20260415_180355_000026,29,1,1,189.14,2026-04-15 18:03:55.368124
20260415_180355_000027,2,3,2,178.73,2026-04-15 18:03:55.368131
20260415_180355_000028,39,3,1,475.37,2026-04-15 18:03:55.368137
