id_registro,id_pessoa,id_produto,classe,valor,gerado_em
20260415_140359_000001,43,1,1,444.68,2026-04-15 14:03:59.064805
20260415_140359_000002,12,3,1,397.41,2026-04-15 14:03:59.064825
20260415_140359_000003,35,1,2,320.08,2026-04-15 14:03:59.064840
20260415_140359_000004,38,4,1,496.57,2026-04-15 14:03:59.064865
20260415_140359_000005,6,2,1,371.86,2026-04-15 14:03:59.064877
20260415_140359_000006,8,3,1,364.17,2026-04-15 14:03:59.064902
20260415_140359_000007,40,4,1,473.7,2026-04-15 14:03:59.064914
20260415_140359_000008,7,1,1,112.32,2026-04-15 14:03:59.064925
20260415_140359_000009,43,2,1,265.07,2026-04-15 14:03:59.064954
20260415_140359_000010,49,3,2,343.44,2026-04-15 14:03:59.064964
20260415_140359_000011,55,3,1,242.65,2026-04-15 14:03:59.064977
20260415_140359_000012,1,3,1,484.89,2026-04-15 14:03:59.064989
20260415_140359_000013,11,1,2,393.47,2026-04-15 14:03:59.065001
20260415_140359_000014,7,3,1,152.52,2026-04-15 14:03:59.065012
20260415_140359_000015,2,1,1,143.02,2026-04-15 14:03:59.065024
20260415_140359_000016,8,4,1,223.67,2026-04-15 14:03:59.065035
20260415_140359_000017,5,3,2,141.81,2026-04-15 14:03:59.065046
20260415_140359_000018,16,2,1,299.8,2026-04-15 14:03:59.065058
20260415_140359_000019,99,1,1,425.9,2026-04-15 14:03:59.065083
20260415_140359_000020,13,2,1,238.62,2026-04-15 14:03:59.065094
20260415_140359_000021,71,1,2,267.15,2026-04-15 14:03:59.065106
20260415_140359_000022,17,1,1,178.43,2026-04-15 14:03:59.065118
20260415_140359_000023,82,1,1,285.23,2026-04-15 14:03:59.065129
20260415_140359_000024,53,4,2,255.27,2026-04-15 14:03:59.065153
20260415_140359_000025,13,3,2,192.55,2026-04-15 14:03:59.065164
20260415_140359_000026,1,1,1,132.97,2026-04-15 14:03:59.065175
20260415_140359_000027,42,3,1,368.38,2026-04-15 14:03:59.065186
20260415_140359_000028,1,4,1,465.75,2026-04-15 14:03:59.065197
20260415_140359_000029,15,4,1,277.26,2026-04-15 14:03:59.065210
20260415_140359_000030,2,1,1,451.21,2026-04-15 14:03:59.065222
20260415_140359_000031,6,3,2,307.93,2026-04-15 14:03:59.065234
20260415_140359_000032,31,3,1,159.61,2026-04-15 14:03:59.065245
20260415_140359_000033,52,4,2,381.31,2026-04-15 14:03:59.065256
20260415_140359_000034,3,4,3,120.88,2026-04-15 14:03:59.065268
20260415_140359_000035,1,2,1,476.66,2026-04-15 14:03:59.065279
20260415_140359_000036,68,4,2,100.57,2026-04-15 14:03:59.065289
20260415_140359_000037,22,3,2,478.92,2026-04-15 14:03:59.065302
20260415_140359_000038,4,3,3,426.4,2026-04-15 14:03:59.065313
20260415_140359_000039,18,3,1,479.43,2026-04-15 14:03:59.065323
20260415_140359_000040,11,4,2,196.01,2026-04-15 14:03:59.065334
20260415_140359_000041,34,2,1,175.71,2026-04-15 14:03:59.065360
20260415_140359_000042,62,3,1,359.54,2026-04-15 14:03:59.065372
20260415_140359_000043,2,2,1,310.27,2026-04-15 14:03:59.065396
20260415_140359_000044,20,2,1,488.0,2026-04-15 14:03:59.065421
20260415_140359_000045,9,4,3,459.96,2026-04-15 14:03:59.065447
20260415_140359_000046,2,1,1,180.37,2026-04-15 14:03:59.065457
20260415_140359_000047,1,2,2,338.09,2026-04-15 14:03:59.065468
20260415_140359_000048,1,4,2,466.01,2026-04-15 14:03:59.065480
20260415_140359_000049,43,4,1,170.25,2026-04-15 14:03:59.065491
20260415_140359_000050,55,1,1,329.03,2026-04-15 14:03:59.065502
20260415_140359_000051,1,3,1,246.7,2026-04-15 14:03:59.065512
20260415_140359_000052,1,2,1,244.63,2026-04-15 14:03:59.065523
20260415_140359_000053,95,1,1,388.31,2026-04-15 14:03:59.065534
20260415_140359_000054,14,4,1,351.69,2026-04-15 14:03:59.065547
20260415_140359_000055,24,2,1,485.55,2026-04-15 14:03:59.065558
20260415_140359_000056,15,1,2,110.87,2026-04-15 14:03:59.065581
20260415_140359_000057,1,3,1,198.51,2026-04-15 14:03:59.065592
20260415_140359_000058,20,4,1,259.44,2026-04-15 14:03:59.065603
