id_registro,id_pessoa,id_produto,classe,valor,gerado_em
20260416_192642_000001,12,4,2,146.42,2026-04-16 19:26:42.894298
20260416_192642_000002,29,4,2,122.34,2026-04-16 19:26:42.894313
20260416_192642_000003,37,2,2,119.38,2026-04-16 19:26:42.894323
20260416_192642_000004,1,2,3,472.52,2026-04-16 19:26:42.894331
20260416_192642_000005,42,1,2,433.59,2026-04-16 19:26:42.894339
20260416_192642_000006,43,1,1,169.01,2026-04-16 19:26:42.894346
20260416_192642_000007,64,2,2,225.74,2026-04-16 19:26:42.894353
20260416_192642_000008,3,2,1,317.46,2026-04-16 19:26:42.894360
20260416_192642_000009,92,2,1,216.58,2026-04-16 19:26:42.894371
20260416_192642_000010,29,3,2,179.33,2026-04-16 19:26:42.894378
20260416_192642_000011,10,2,3,172.89,2026-04-16 19:26:42.894386
20260416_192642_000012,39,3,2,483.85,2026-04-16 19:26:42.894393
20260416_192642_000013,1,3,2,194.67,2026-04-16 19:26:42.894399
20260416_192642_000014,1,4,1,366.2,2026-04-16 19:26:42.894406
20260416_192642_000015,45,3,1,367.58,2026-04-16 19:26:42.894413
20260416_192642_000016,5,3,1,493.21,2026-04-16 19:26:42.894419
20260416_192642_000017,27,2,1,453.69,2026-04-16 19:26:42.894429
20260416_192642_000018,8,3,3,271.1,2026-04-16 19:26:42.894436
20260416_192642_000019,56,3,1,439.34,2026-04-16 19:26:42.894443
20260416_192642_000020,35,2,1,392.51,2026-04-16 19:26:42.894449
20260416_192642_000021,4,4,2,497.7,2026-04-16 19:26:42.894456
20260416_192642_000022,16,4,2,236.6,2026-04-16 19:26:42.894462
20260416_192642_000023,44,1,2,191.62,2026-04-16 19:26:42.894469
20260416_192642_000024,1,4,1,307.03,2026-04-16 19:26:42.894475
20260416_192642_000025,4,3,2,351.59,2026-04-16 19:26:42.894482
20260416_192642_000026,26,1,2,164.57,2026-04-16 19:26:42.894489
20260416_192642_000027,97,3,1,274.3,2026-04-16 19:26:42.894496
20260416_192642_000028,18,3,2,177.1,2026-04-16 19:26:42.894502
20260416_192642_000029,4,4,3,156.6,2026-04-16 19:26:42.894510
20260416_192642_000030,14,4,2,497.71,2026-04-16 19:26:42.894518
20260416_192642_000031,63,3,2,172.25,2026-04-16 19:26:42.894524
20260416_192642_000032,28,2,1,102.67,2026-04-16 19:26:42.894531
20260416_192642_000033,77,2,2,131.14,2026-04-16 19:26:42.894539
20260416_192642_000034,15,2,2,386.51,2026-04-16 19:26:42.894546
20260416_192642_000035,5,3,2,184.59,2026-04-16 19:26:42.894553
20260416_192642_000036,37,4,1,242.04,2026-04-16 19:26:42.894559
20260416_192642_000037,8,2,1,147.26,2026-04-16 19:26:42.894566
20260416_192642_000038,5,1,1,147.1,2026-04-16 19:26:42.894572
20260416_192642_000039,31,2,1,239.41,2026-04-16 19:26:42.894579
20260416_192642_000040,15,3,2,275.43,2026-04-16 19:26:42.894585
20260416_192642_000041,14,1,1,274.16,2026-04-16 19:26:42.894592
20260416_192642_000042,40,4,1,499.55,2026-04-16 19:26:42.894598
20260416_192642_000043,1,3,2,276.09,2026-04-16 19:26:42.894605
20260416_192642_000044,6,1,1,396.51,2026-04-16 19:26:42.894611
20260416_192642_000045,80,3,1,137.66,2026-04-16 19:26:42.894618
20260416_192642_000046,21,4,3,232.48,2026-04-16 19:26:42.894625
20260416_192642_000047,5,4,2,338.54,2026-04-16 19:26:42.894631
20260416_192642_000048,11,4,2,134.92,2026-04-16 19:26:42.894639
20260416_192642_000049,21,3,1,419.02,2026-04-16 19:26:42.894645
20260416_192642_000050,1,4,1,124.41,2026-04-16 19:26:42.894652
20260416_192642_000051,50,4,2,273.92,2026-04-16 19:26:42.894658
20260416_192642_000052,1,2,2,476.19,2026-04-16 19:26:42.894665
20260416_192642_000053,30,3,1,446.05,2026-04-16 19:26:42.894671
20260416_192642_000054,24,2,2,139.54,2026-04-16 19:26:42.894679
20260416_192642_000055,10,1,1,153.67,2026-04-16 19:26:42.894686
20260416_192642_000056,13,2,3,103.2,2026-04-16 19:26:42.894693
20260416_192642_000057,54,4,2,442.99,2026-04-16 19:26:42.894699
20260416_192642_000058,2,1,1,402.82,2026-04-16 19:26:42.894707
20260416_192642_000059,32,1,1,307.34,2026-04-16 19:26:42.894714
20260416_192642_000060,24,1,1,448.25,2026-04-16 19:26:42.894720
20260416_192642_000061,68,3,1,314.2,2026-04-16 19:26:42.894727
20260416_192642_000062,2,1,1,159.6,2026-04-16 19:26:42.894734
20260416_192642_000063,35,1,1,280.98,2026-04-16 19:26:42.894740
20260416_192642_000064,1,2,1,220.14,2026-04-16 19:26:42.894746
20260416_192642_000065,17,4,2,132.51,2026-04-16 19:26:42.894753
20260416_192642_000066,1,1,3,224.5,2026-04-16 19:26:42.894760
20260416_192642_000067,10,2,3,252.34,2026-04-16 19:26:42.894766
20260416_192642_000068,5,4,1,202.34,2026-04-16 19:26:42.894772
20260416_192642_000069,100,2,3,205.25,2026-04-16 19:26:42.894779
20260416_192642_000070,11,3,1,294.71,2026-04-16 19:26:42.894785
20260416_192642_000071,47,4,1,166.45,2026-04-16 19:26:42.894792
20260416_192642_000072,10,2,3,316.03,2026-04-16 19:26:42.894798
20260416_192642_000073,2,2,2,298.31,2026-04-16 19:26:42.894805
20260416_192642_000074,65,1,1,160.69,2026-04-16 19:26:42.894811
20260416_192642_000075,41,2,2,148.43,2026-04-16 19:26:42.894817
20260416_192642_000076,64,2,2,400.17,2026-04-16 19:26:42.894824
20260416_192642_000077,3,2,1,115.77,2026-04-16 19:26:42.894830
20260416_192642_000078,37,1,2,495.17,2026-04-16 19:26:42.894838
20260416_192642_000079,44,3,1,494.94,2026-04-16 19:26:42.894844
20260416_192642_000080,77,4,1,398.8,2026-04-16 19:26:42.894851
20260416_192642_000081,77,2,1,162.78,2026-04-16 19:26:42.894857
20260416_192642_000082,17,1,1,386.95,2026-04-16 19:26:42.894863
20260416_192642_000083,31,2,1,443.58,2026-04-16 19:26:42.894870
20260416_192642_000084,43,1,1,179.86,2026-04-16 19:26:42.894876
20260416_192642_000085,3,3,2,433.67,2026-04-16 19:26:42.894883
20260416_192642_000086,2,1,2,351.88,2026-04-16 19:26:42.894891
20260416_192642_000087,80,3,2,161.03,2026-04-16 19:26:42.894899
20260416_192642_000088,16,3,1,192.3,2026-04-16 19:26:42.894906
20260416_192642_000089,7,3,1,398.72,2026-04-16 19:26:42.894912
20260416_192642_000090,39,2,1,288.12,2026-04-16 19:26:42.894920
20260416_192642_000091,3,1,3,180.22,2026-04-16 19:26:42.894926
20260416_192642_000092,90,4,1,269.4,2026-04-16 19:26:42.894933
20260416_192642_000093,38,3,1,429.0,2026-04-16 19:26:42.894940
20260416_192642_000094,42,2,3,269.91,2026-04-16 19:26:42.894947
20260416_192642_000095,8,1,1,298.48,2026-04-16 19:26:42.894953
20260416_192642_000096,57,4,2,305.67,2026-04-16 19:26:42.894959
20260416_192642_000097,95,1,1,491.16,2026-04-16 19:26:42.894966
20260416_192642_000098,11,4,1,473.68,2026-04-16 19:26:42.894972
20260416_192642_000099,9,3,2,350.54,2026-04-16 19:26:42.894979
20260416_192642_000100,26,2,2,168.49,2026-04-16 19:26:42.894985
20260416_192642_000101,29,1,2,144.69,2026-04-16 19:26:42.894992
