id_registro,id_pessoa,id_produto,classe,valor,gerado_em
20260416_160020_000001,14,1,1,272.37,2026-04-16 16:00:20.272289
20260416_160020_000002,45,4,1,406.91,2026-04-16 16:00:20.272309
20260416_160020_000003,15,2,3,327.11,2026-04-16 16:00:20.272320
20260416_160020_000004,37,3,2,270.6,2026-04-16 16:00:20.272329
20260416_160020_000005,83,2,3,455.37,2026-04-16 16:00:20.272337
20260416_160020_000006,5,1,1,285.14,2026-04-16 16:00:20.272346
20260416_160020_000007,6,2,2,439.76,2026-04-16 16:00:20.272354
20260416_160020_000008,67,2,1,288.23,2026-04-16 16:00:20.272361
20260416_160020_000009,56,3,2,373.79,2026-04-16 16:00:20.272374
20260416_160020_000010,48,1,1,498.0,2026-04-16 16:00:20.272395
20260416_160020_000011,3,1,1,152.09,2026-04-16 16:00:20.272418
20260416_160020_000012,13,1,3,432.42,2026-04-16 16:00:20.272431
20260416_160020_000013,5,4,1,240.81,2026-04-16 16:00:20.272438
20260416_160020_000014,99,2,2,130.44,2026-04-16 16:00:20.272448
20260416_160020_000015,13,3,1,250.06,2026-04-16 16:00:20.272455
20260416_160020_000016,2,1,2,298.34,2026-04-16 16:00:20.272463
20260416_160020_000017,3,2,1,479.33,2026-04-16 16:00:20.272470
20260416_160020_000018,6,2,2,409.69,2026-04-16 16:00:20.272477
20260416_160020_000019,13,3,1,277.88,2026-04-16 16:00:20.272485
20260416_160020_000020,2,1,2,454.54,2026-04-16 16:00:20.272491
20260416_160020_000021,7,4,1,260.33,2026-04-16 16:00:20.272498
20260416_160020_000022,29,2,1,100.54,2026-04-16 16:00:20.272505
20260416_160020_000023,21,1,1,294.89,2026-04-16 16:00:20.272512
20260416_160020_000024,7,4,2,233.84,2026-04-16 16:00:20.272519
20260416_160020_000025,41,4,1,453.8,2026-04-16 16:00:20.272526
20260416_160020_000026,5,2,2,151.15,2026-04-16 16:00:20.272533
20260416_160020_000027,3,2,2,116.19,2026-04-16 16:00:20.272540
20260416_160020_000028,72,3,1,109.84,2026-04-16 16:00:20.272547
20260416_160020_000029,1,1,1,412.41,2026-04-16 16:00:20.272555
20260416_160020_000030,1,3,1,425.26,2026-04-16 16:00:20.272563
20260416_160020_000031,22,4,2,269.71,2026-04-16 16:00:20.272570
20260416_160020_000032,64,3,2,297.43,2026-04-16 16:00:20.272577
20260416_160020_000033,2,1,1,360.08,2026-04-16 16:00:20.272584
20260416_160020_000034,2,4,3,247.61,2026-04-16 16:00:20.272591
20260416_160020_000035,95,2,1,362.64,2026-04-16 16:00:20.272598
20260416_160020_000036,14,2,2,361.64,2026-04-16 16:00:20.272605
20260416_160020_000037,20,1,1,419.93,2026-04-16 16:00:20.272612
20260416_160020_000038,8,4,1,241.73,2026-04-16 16:00:20.272618
20260416_160020_000039,73,3,1,163.42,2026-04-16 16:00:20.272626
20260416_160020_000040,4,1,1,378.83,2026-04-16 16:00:20.272632
20260416_160020_000041,27,4,2,304.59,2026-04-16 16:00:20.272639
20260416_160020_000042,2,4,2,267.98,2026-04-16 16:00:20.272647
20260416_160020_000043,11,3,1,327.02,2026-04-16 16:00:20.272654
20260416_160020_000044,1,2,2,289.2,2026-04-16 16:00:20.272661
20260416_160020_000045,49,3,2,238.51,2026-04-16 16:00:20.272668
20260416_160020_000046,1,3,1,233.7,2026-04-16 16:00:20.272675
20260416_160020_000047,3,3,3,461.8,2026-04-16 16:00:20.272681
